"MetaboliteName","FOBI","HMDB","KEGG","ChEBI","PubChem_CID","InChIKey","InChI_Code","ChemSpider"
"indole-3-acetic acid","FOBI:030704","HMDB00197","C00954","CHEBI:16411","802","SEOVTRFCIGRIMH-UHFFFAOYSA-N","InChI=1S/C10H9NO2/c12-10(13)5-7-6-11-9-4-2-1-3-8(7)9/h1-4,6,11H,5H2,(H,12,13)","780"
"indoxyl glucuronide","FOBI:030703","HMDB10319",NA,NA,"2733785","KUYNOZVWCFXSNE-BYNIDDHOSA-N","InChI=1S/C14H15NO7/c16-9-10(17)12(13(19)20)22-14(11(9)18)21-8-5-15-7-4-2-1-3-6(7)8/h1-5,9-12,14-18H,(H,19,20)/t9-,10-,11+,12-,14+/m0/s1","2015556"
"indoxyl sulfate","FOBI:030702","HMDB00682",NA,"CHEBI:43355","10258","BXFFHSIDQOFMLE-UHFFFAOYSA-N","InChI=1S/C8H7NO4S/c10-14(11,12)13-8-5-9-7-4-2-1-3-6(7)8/h1-5,9H,(H,10,11,12)",NA
"isoferulic acid","FOBI:030407","HMDB00955","C10470","CHEBI:27794","736186","QURCVMIEKCOAJU-HWKANZROSA-N","InChI=1S/C10H10O4/c1-14-9-4-2-7(6-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+","643318"
"isoferulic acid 3-glucuronide","FOBI:030409",NA,NA,NA,"49844484","SHJZLGVIOYFHCB-MBAOVNHDSA-N","InChI=1S/C16H18O10/c1-24-8-4-2-7(3-5-10(17)18)6-9(8)25-16-13(21)11(19)12(20)14(26-16)15(22)23/h2-6,11-14,16,19-21H,1H3,(H,17,18)(H,22,23)/b5-3+/t11-,12-,13+,14-,16+/m0/s1",NA
"isoferulic acid 3-sulfate","FOBI:030411",NA,NA,NA,"71749556","DCMKMHVTKFJMAU-HWKANZROSA-N","InChI=1S/C10H10O7S/c1-16-8-4-2-7(3-5-10(11)12)6-9(8)17-18(13,14)15/h2-6H,1H3,(H,11,12)(H,13,14,15)/b5-3+",NA
"isorhamnetin","FOBI:030562","HMDB02655","C10084","CHEBI:6052","5281654","IZQSVPBOUDKVDZ-UHFFFAOYSA-N","InChI=1S/C16H12O7/c1-22-11-4-7(2-3-9(11)18)16-15(21)14(20)13-10(19)5-8(17)6-12(13)23-16/h2-6,17-19,21H,1H3","4444973"
"isorhamnetin 3-glucuronide","FOBI:030563",NA,NA,NA,"5491630","VVZWHOMBDMMRSC-NTKSAMNMSA-N","InChI=1S/C22H20O13/c1-32-11-4-7(2-3-9(11)24)18-19(14(26)13-10(25)5-8(23)6-12(13)33-18)34-22-17(29)15(27)16(28)20(35-22)21(30)31/h2-6,15-17,20,22-25,27-29H,1H3,(H,30,31)/t15-,16-,17+,20-,22+/m0/s1","4590613"
"isorhamnetin 3-sulfate","FOBI:030564",NA,NA,NA,"44123491","CZFNXFXZXWDYMZ-UHFFFAOYSA-L","InChI=1S/C16H12O10S/c1-24-11-4-7(2-3-9(11)18)15-16(26-27(21,22)23)14(20)13-10(19)5-8(17)6-12(13)25-15/h2-6,17-19H,1H3,(H,21,22,23)/p-2",NA
"isovanillic acid","FOBI:030346",NA,NA,"CHEBI:63798","12575","LBKFGYZQBSGRHY-UHFFFAOYSA-N","InChI=1S/C8H8O4/c1-12-7-3-2-5(8(10)11)4-6(7)9/h2-4,9H,1H3,(H,10,11",NA
"isovanillic acid glucuronide","FOBI:030347",NA,NA,NA,NA,"HATMKBLUSXVYDS-JLERCCTOSA-N","InChI=1S/C14H16O10/c1-22-7-3-2-5(4-6(7)15)13(21)24-14-10(18)8(16)9(17)11(23-14)12(19)20/h2-4,8-11,14-18H,1H3,(H,19,20)/t8-,9-,10+,11-,14?/m0/s1",NA
"isovanillic acid sulfate","FOBI:030348",NA,NA,NA,NA,"VSFFJSSUGMYRMP-UHFFFAOYSA-N","InChI=1S/C8H8O7S/c1-14-6-3-2-5(8(9)10)4-7(6)15-16(11,12)13/h2-4H,1H3,(H,9,10)(H,11,12,13)",NA
"isoxanthohumol","FOBI:030618",NA,NA,NA,"513197","YKGCBLWILMDSAV-UHFFFAOYSA-N","InChI=1S/C21H22O5/c1-12(2)4-9-15-16(23)10-19(25-3)20-17(24)11-18(26-21(15)20)13-5-7-14(22)8-6-13/h4-8,10,18,22-23H,9,11H2,1-3H3","447736"
"kaempferol","FOBI:030565","HMDB05801","C05903","CHEBI:28499","5280863","IYRMWMYZSQPJKC-UHFFFAOYSA-N","InChI=1S/C15H10O6/c16-8-3-1-7(2-4-8)15-14(20)13(19)12-10(18)5-9(17)6-11(12)21-15/h1-6,16-18,20H","4444395"
"kaempferol 3-glucuronide","FOBI:030566",NA,NA,"CHEBI:75721","5318759","FNTJVYCFNVUBOL-ZUGPOPFOSA-N","InChI=1S/C21H18O12/c22-8-3-1-7(2-4-8)17-18(13(25)12-10(24)5-9(23)6-11(12)31-17)32-21-16(28)14(26)15(27)19(33-21)20(29)30/h1-6,14-16,19,21-24,26-28H,(H,29,30)/t14-,15-,16+,19-,21+/m0/s1","4477252"
"kaempferol 3-sulfate","FOBI:030567",NA,NA,NA,"44259052","VOYLAWHADGDBIE-UHFFFAOYSA-N","InChI=1S/C15H10O9S/c16-8-3-1-7(2-4-8)14-15(24-25(20,21)22)13(19)12-10(18)5-9(17)6-11(12)23-14/h1-6,16-18H,(H,20,21,22)",NA
"l-carnitine","FOBI:030706","HMDB00062","C15025","CHEBI:11060","2724480","PHIQHXFUZVPYII-LURJTMIESA-N","InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3/t6-/m0/s1","2006614"
"l-phenylalanine","FOBI:030692","HMDB00159","C00079 | D00021","CHEBI:17295 | CHEBI:58095","6140 | 6925665","COLNVLDHVKWLRT-QMMMGPOBSA-N","InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1",NA
"l-tryptophan","FOBI:030701","HMDB00929","C00078 | D00020","CHEBI:16828 | CHEBI:57912","6305 | 6923516","QIVBCDIJIAJPQS-VIFPVBQESA-N","InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)/t9-/m0/s1",NA
"l-tyrosine","FOBI:030697","HMDB00158","C00082 | D00022","CHEBI:17895 | CHEBI:58315","6057 | 6942100","OUYCCCASQSFEME-QMMMGPOBSA-N","InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1",NA
"lutein","FOBI:030749","HMDB03233",NA,NA,"6433159","KBPHJBAIARWVSC-RTIVXWJOSA-N","InChI=1S/C40H56O2/c1-29(17-13-19-31(3)21-23-37-33(5)25-35(41)27-39(37,7)8)15-11-12-16-30(2)18-14-20-32(4)22-24-38-34(6)26-36(42)28-40(38,9)10/h11-25,35-37,41-42H,26-28H2,1-10H3/b12-11+,17-13+,18-14+,23-21+,24-22+,29-15+,30-16+,31-19+,32-20+/t35?,36-,37+/m1/s1","4938343"
"luteolin","FOBI:030555","HMDB05800","C01514","CHEBI:15864","5280445","IQPNAANSBPBGFQ-UHFFFAOYSA-N","InChI=1S/C15H10O6/c16-8-4-11(19)15-12(20)6-13(21-14(15)5-8)7-1-2-9(17)10(18)3-7/h1-6,16-19H","4444102"
"luteolin 3'-glucuronide","FOBI:030556",NA,NA,"CHEBI:75726","10253785","JDOFZOKGCYYUER-ZFORQUDYSA-N","InChI=1S/C21H18O12/c22-8-4-10(24)15-11(25)6-12(31-14(15)5-8)7-1-2-9(23)13(3-7)32-21-18(28)16(26)17(27)19(33-21)20(29)30/h1-6,16-19,21-24,26-28H,(H,29,30)/t16-,17-,18+,19-,21+/m0/s1","8429271"
"luteolin 7-glucuronide","FOBI:030557",NA,"C03515",NA,"5280601","VSUOKLTVXQRUSG-ZFORQUDYSA-N","InChI=1S/C21H18O12/c22-9-2-1-7(3-10(9)23)13-6-12(25)15-11(24)4-8(5-14(15)32-13)31-21-18(28)16(26)17(27)19(33-21)20(29)30/h1-6,16-19,21-24,26-28H,(H,29,30)/t16-,17-,18+,19-,21+/m0/s1","4444211"
"lycopene","FOBI:030748","HMDB03000","C05432","CHEBI:15948","446925","OAIJSZIZWZSQBC-GYZMGTAESA-N","InChI=1S/C40H56/c1-33(2)19-13-23-37(7)27-17-31-39(9)29-15-25-35(5)21-11-12-22-36(6)26-16-30-40(10)32-18-28-38(8)24-14-20-34(3)4/h11-12,15-22,25-32H,13-14,23-24H2,1-10H3/b12-11+,25-15+,26-16+,31-17+,32-18+,35-21+,36-22+,37-27+,38-28+,39-29+,40-30+","394156"
"malic acid","FOBI:030632","HMDB00744","C00711 | C03668 | D04843","CHEBI:50263 | CHEBI:6650","20130941 | 525","BJEPYKJPYRNKOW-UHFFFAOYSA-N","InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)","14080972 | 510"
"malvidin 3-glucoside","FOBI:030635",NA,"C12140","CHEBI:31799","443652","PXUQTDZNOHRWLI-OXUVVOBNSA-O","InChI=1S/C23H24O12/c1-31-14-3-9(4-15(32-2)18(14)27)22-16(7-11-12(26)5-10(25)6-13(11)33-22)34-23-21(30)20(29)19(28)17(8-24)35-23/h3-7,17,19-21,23-24,28-30H,8H2,1-2H3,(H2-,25,26,27)/p+1/t17-,19-,20+,21-,23-/m1/s1","391785"
"maslinic acid","FOBI:030753","HMDB02392","C16939","CHEBI:66682","73659","MDZKJHQSJHYOHJ-LLICELPBSA-N","InChI=1S/C30H48O4/c1-25(2)12-14-30(24(33)34)15-13-28(6)18(19(30)16-25)8-9-22-27(5)17-20(31)23(32)26(3,4)21(27)10-11-29(22,28)7/h8,19-23,31-32H,9-17H2,1-7H3,(H,33,34)/t19-,20+,21-,22+,23-,27-,28+,29+,30-/m0/s1","66312"
"m-coumaric acid","FOBI:030384","HMDB01713","C12621","CHEBI:32357 | CHEBI:47925","637541","KKSDGJDHHZEWEP-SNAWJCMRSA-N","InChI=1S/C9H8O3/c10-8-3-1-2-7(6-8)4-5-9(11)12/h1-6,10H,(H,11,12)/b5-4+","553147"
"m-coumaric acid glucuronide","FOBI:030387",NA,NA,NA,NA,"XPCHMFOWDFTFNV-SNAWJCMRSA-N","InChI=1S/C15H16O9/c16-9(17)5-4-7-2-1-3-8(6-7)23-15-12(20)10(18)11(19)13(24-15)14(21)22/h1-6,10-13,15,18-20H,(H,16,17)(H,21,22)/b5-4+",NA
"m-coumaric acid sulfate","FOBI:030390",NA,NA,NA,"6443141","YPXHXDXMTWPQTO-SNAWJCMRSA-N","InChI=1S/C9H8O6S/c10-9(11)5-4-7-2-1-3-8(6-7)15-16(12,13)14/h1-6H,(H,10,11)(H,12,13,14)/b5-4+","4947175"
"methyl(epi)catechin glucuronide 1","FOBI:030474",NA,NA,NA,NA,NA,NA,NA
"methyl(epi)catechin glucuronide 2","FOBI:030475",NA,NA,NA,NA,NA,NA,NA
"methyl(epi)catechin glucuronide 3","FOBI:030476",NA,NA,NA,NA,NA,NA,NA
"methyl(epi)catechin glucuronide 4","FOBI:030477",NA,NA,NA,NA,NA,NA,NA
"methyl(epi)catechin glucuronide 5","FOBI:030478",NA,NA,NA,NA,NA,NA,NA
"methyl(epi)catechin sulfate 1","FOBI:030479",NA,NA,NA,NA,NA,NA,NA
"methyl(epi)catechin sulfate 2","FOBI:030480",NA,NA,NA,NA,NA,NA,NA
"methyl(epi)catechin sulfate 3","FOBI:030481",NA,NA,NA,NA,NA,NA,NA
"methyl(epi)catechin sulfate 4","FOBI:030482",NA,NA,NA,NA,NA,NA,NA
"methyl(epi)catechin sulfate 5","FOBI:030483",NA,NA,NA,NA,NA,NA,NA
"methyl(epi)catechin sulfate 6","FOBI:030484",NA,NA,NA,NA,NA,NA,NA
"methylgallic acid glucuronide 1","FOBI:030359",NA,NA,NA,NA,NA,NA,NA
"methylgallic acid glucuronide 2","FOBI:030360",NA,NA,NA,NA,NA,NA,NA
"methylgallic acid glucuronide 3","FOBI:030361",NA,NA,NA,NA,NA,NA,NA
"methylgallic acid sulfate 1","FOBI:030362",NA,NA,NA,NA,NA,NA,NA
"methylgallic acid sulfate 2","FOBI:030363",NA,NA,NA,NA,NA,NA,NA
"methylgallic acid sulfate 3","FOBI:030364",NA,NA,NA,NA,NA,NA,NA
"methylpyrogallol glucuronide 1","FOBI:030439",NA,NA,NA,NA,NA,NA,NA
"methylpyrogallol glucuronide 2","FOBI:030440",NA,NA,NA,NA,NA,NA,NA
"methylpyrogallol sulfate 1","FOBI:030441",NA,NA,NA,NA,NA,NA,NA
"methylpyrogallol sulfate 2","FOBI:030442",NA,NA,NA,NA,NA,NA,NA
"methylpyrogallol sulfate 3","FOBI:030443",NA,NA,NA,NA,NA,NA,NA
"n-(2-furoyl)glycine","FOBI:030649","HMDB00439",NA,"CHEBI:82912","21863","KSPQDMRTZZYQLM-UHFFFAOYSA-N","InChI=1S/C7H7NO4/c9-6(10)4-8-7(11)5-2-1-3-12-5/h1-3H,4H2,(H,8,11)(H,9,10)",NA
"n-(2-hydroxyphenyl)acetamide","FOBI:030619",NA,NA,NA,"11972","ADVGKWPZRIDURE-UHFFFAOYSA-N","InChI=1S/C8H9NO2/c1-6(10)9-7-4-2-3-5-8(7)11/h2-5,11H,1H3,(H,9,10)","14604154"
"n-(2-hydroxyphenyl)acetamide glucuronide","FOBI:030620",NA,NA,NA,NA,"PRQFWBNVZNICDN-JUSQZNFGSA-N","InChI=1S/C13H15NO9/c15-7-8(16)10(11(18)19)23-12(9(7)17)22-6-4-2-1-3-5(6)14-13(20)21/h1-4,7-10,12,14-17H,(H,18,19)(H,20,21)/t7-,8?,9?,10-,12+/m0/s1",NA
"n-(2-hydroxyphenyl)acetamide sulfate","FOBI:030621",NA,NA,NA,"181671","JCVGTUVGDOWZJE-UHFFFAOYSA-N","InChI=1S/C8H9NO5S/c1-6(10)9-7-4-2-3-5-8(7)14-15(11,12)13/h2-5H,1H3,(H,9,10)(H,11,12,13)",NA
"n-acetyl-s-allylcysteine","FOBI:030677",NA,NA,NA,"152467","LKRAEHUDIUJBSF-ZETCQYMHSA-N","InChI=1S/C8H13NO3S/c1-3-4-13-5-7(8(11)12)9-6(2)10/h3,7H,1,4-5H2,2H3,(H,9,10)(H,11,12)/t7-/m0/s1","134378"
"n-acetyl-s-methylcysteine","FOBI:030679",NA,NA,NA,"13893975","RYGLCORNOFFGTB-YFKPBYRVSA-N","InChI=1S/C6H11NO3S/c1-4(8)7-5(3-11-2)6(9)10/h5H,3H2,1-2H3,(H,7,8)(H,9,10)/t5-/m0/s1",NA
"naringenin","FOBI:030514","HMDB02670","C00509","CHEBI:17846","439246","FTVWIRXFELQLPI-ZDUSSCGKSA-N","InChI=1S/C15H12O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-6,13,16-18H,7H2/t13-/m0/s1","388383"
"naringenin 4'-glucuronide","FOBI:08701",NA,NA,NA,"91312540","DFIUUCDSSKATFP-DNPGXZAYSA-N","InChI=1S/C21H20O11/c22-9-5-11(23)15-12(24)7-13(31-14(15)6-9)8-1-3-10(4-2-8)30-21-18(27)16(25)17(26)19(32-21)20(28)29/h1-6,13,16-19,21-23,25-27H,7H2,(H,28,29)/t13?,16-,17-,18+,19-,21+/m0/s1",NA
"naringenin 4'-sulfate","FOBI:08703",NA,NA,NA,"11078674","LQAWJBRSYCPTLK-ZDUSSCGKSA-N","InChI=1S/C15H12O8S/c16-9-5-11(17)15-12(18)7-13(22-14(15)6-9)8-1-3-10(4-2-8)23-24(19,20)21/h1-6,13,16-17H,7H2,(H,19,20,21)/t13-/m0/s1",NA
"naringenin 5-glucuronide","FOBI:08702",NA,NA,NA,"101242747","ZTQGTBHHQGGBSV-ATVZYYHQSA-N","InChI=1S/C21H20O11/c22-9-3-1-8(2-4-9)12-7-11(24)15-13(30-12)5-10(23)6-14(15)31-21-18(27)16(25)17(26)19(32-21)20(28)29/h1-6,12,16-19,21-23,25-27H,7H2,(H,28,29)/t12?,16-,17-,18+,19-,21+/m0/s1",NA
"naringenin 5-sulfate","FOBI:08704",NA,NA,NA,NA,"TUKMNFQGFNNJQM-UHFFFAOYSA-O","InChI=1S/C15H12O8S/c16-9-3-1-8(2-4-9)12-7-11(18)15-13(22-12)5-10(17)6-14(15)23-24(19,20)21/h1-6,12,16-17H,7H2,(H,19,20,21)/p+1",NA
"naringenin 7-glucuronide","FOBI:030515",NA,NA,NA,"51136360","BDCRTIDKZGEVEN-DNPGXZAYSA-N","InChI=1S/C21H20O11/c22-9-3-1-8(2-4-9)13-7-12(24)15-11(23)5-10(6-14(15)31-13)30-21-18(27)16(25)17(26)19(32-21)20(28)29/h1-6,13,16-19,21-23,25-27H,7H2,(H,28,29)/t13?,16-,17-,18+,19-,21+/m0/s1",NA
"naringenin 7-sulfate","FOBI:08705",NA,NA,NA,NA,"LCXKYLMSILXZFG-ZDUSSCGKSA-N","InChI=1S/C15H12O8S/c16-9-3-1-8(2-4-9)13-7-12(18)15-11(17)5-10(6-14(15)22-13)23-24(19,20)21/h1-6,13,16-17H,7H2,(H,19,20,21)/t13-/m0/s1",NA
"naringenin glucuronide","FOBI:030516",NA,NA,NA,NA,NA,NA,NA
"naringenin sulfate","FOBI:030517",NA,NA,NA,NA,NA,NA,NA
"n-methylpyridinium","FOBI:030713",NA,"C02724","CHEBI:15761","13597","PQBAWAQIRZIWIV-UHFFFAOYSA-N","InChI=1S/C6H8N/c1-7-5-3-2-4-6-7/h2-6H,1H3/q+1","11374613 | 11570712 | 14351918 | 14363886"
"o-coumaric acid","FOBI:030383","HMDB02641","C01772","CHEBI:18125 | CHEBI:18176","637540","PMOWTIHVNWZYFI-AATRIKPKSA-N","InChI=1S/C9H8O3/c10-8-4-2-1-3-7(8)5-6-9(11)12/h1-6,10H,(H,11,12)/b6-5+","553146"
"o-coumaric acid glucuronide","FOBI:030386",NA,NA,NA,NA,"KRKMNGLGYXJMBZ-WAYWQWQTSA-N","InChI=1S/C15H16O9/c16-9(17)6-5-7-3-1-2-4-8(7)23-15-12(20)10(18)11(19)13(24-15)14(21)22/h1-6,10-13,15,18-20H,(H,16,17)(H,21,22)/b6-5-",NA
"o-coumaric acid sulfate","FOBI:030389",NA,NA,NA,"59950526","BTRJLVGUHCECAH-UHFFFAOYSA-N","InChI=1S/C9H8O6S/c10-9(11)6-5-7-3-1-2-4-8(7)15-16(12,13)14/h1-6H,(H,10,11)(H,12,13,14)",NA
"oleanolic acid","FOBI:030752","HMDB02364","C17148",NA,"10494","MIJYXULNPSFWEK-GTOFXWBISA-N","InChI=1S/C30H48O3/c1-25(2)14-16-30(24(32)33)17-15-28(6)19(20(30)18-25)8-9-22-27(5)12-11-23(31)26(3,4)21(27)10-13-29(22,28)7/h8,20-23,31H,9-18H2,1-7H3,(H,32,33)/t20-,21-,22+,23-,27-,28+,29+,30-/m0/s1",NA
"oleic acid","FOBI:030741","HMDB00207 | HMDB00573","C00712","CHEBI:16196","445639","ZQPPMHVWECSIRJ-KTKRTIGZSA-N","InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9-",NA
"oleuropein","FOBI:030751",NA,NA,NA,"5281544","RFWGABANNQMHMZ-ZCHJGGQASA-N","InChI=1S/C25H32O13/c1-3-13-14(9-19(29)35-7-6-12-4-5-16(27)17(28)8-12)15(23(33)34-2)11-36-24(13)38-25-22(32)21(31)20(30)18(10-26)37-25/h3-5,8,11,14,18,20-22,24-28,30-32H,6-7,9-10H2,1-2H3/b13-3+/t14-,18+,20+,21-,22+,24-,25-/m0/s1","4444876"
"paraxanthine","FOBI:030655","HMDB01860","C13747","CHEBI:25858","4687","QUNWUDVFRNGTCO-UHFFFAOYSA-N","InChI=1S/C7H8N4O2/c1-10-3-8-5-4(10)6(12)11(2)7(13)9-5/h3H,1-2H3,(H,9,13)",NA
"p-coumaric acid","FOBI:030385","HMDB02035","C00811","CHEBI:32374 | CHEBI:36090","637542","NGSWKAQJJWESNS-ZZXKWVIFSA-N","InChI=1S/C9H8O3/c10-8-4-1-7(2-5-8)3-6-9(11)12/h1-6,10H,(H,11,12)/b6-3+","553148"
"p-coumaric acid glucuronide","FOBI:030388",NA,NA,NA,"71314996","SOKJXEKPKWKYKR-KPGYTNHDSA-N","InChI=1S/C15H16O9/c16-9(17)6-3-7-1-4-8(5-2-7)23-15-12(20)10(18)11(19)13(24-15)14(21)22/h1-6,10-13,15,18-20H,(H,16,17)(H,21,22)/b6-3+/t10-,11-,12+,13-,15+/m0/s1",NA
"p-coumaric acid sulfate","FOBI:030391",NA,NA,NA,"6070438","OYDCCWNLILCHDJ-ZZXKWVIFSA-N","InChI=1S/C9H8O6S/c10-9(11)6-3-7-1-4-8(5-2-7)15-16(12,13)14/h1-6H,(H,10,11)(H,12,13,14)/b6-3+","4797737"
"p-cresol","FOBI:030698","HMDB01858","C01468","CHEBI:17847","2879","IWDCLRJOBJJRNH-UHFFFAOYSA-N","InChI=1S/C7H8O/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3","13285340 | 13839082"
"p-cresol glucuronide","FOBI:030700","HMDB11686",NA,NA,"154035","JPAUCQAJHLSMQW-XPORZQOISA-N","InChI=1S/C13H16O7/c1-6-2-4-7(5-3-6)19-13-10(16)8(14)9(15)11(20-13)12(17)18/h2-5,8-11,13-16H,1H3,(H,17,18)/t8-,9-,10+,11-,13+/m0/s1","135751"
"p-cresol sulfate","FOBI:030699","HMDB11635",NA,"CHEBI:82914","4615423","WGNAKZGUSRVWRH-UHFFFAOYSA-N","InChI=1S/C7H8O4S/c1-6-2-4-7(5-3-6)11-12(8,9)10/h2-5H,1H3,(H,8,9,10)",NA
"pelargonidin 3-glucoside","FOBI:030636",NA,"C12137","CHEBI:16307 | CHEBI:31967","443648","ABVCUBUIXWJYSE-GQUPQBGVSA-O","InChI=1S/C21H20O10/c22-8-16-17(26)18(27)19(28)21(31-16)30-15-7-12-13(25)5-11(24)6-14(12)29-20(15)9-1-3-10(23)4-2-9/h1-7,16-19,21-22,26-28H,8H2,(H2-,23,24,25)/p+1/t16-,17-,18+,19-,21-/m1/s1","391782"
"pentadecanoic acid","FOBI:030738","HMDB00826","C16537",NA,"13849","WQEPLUUGTLDZJY-UHFFFAOYSA-N","InChI=1S/C15H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15(16)17/h2-14H2,1H3,(H,16,17)",NA
"peonidin 3-glucoside","FOBI:030637",NA,"C12141",NA,"443654","ZZWPMFROUHHAKY-OUUKCGNVSA-O","InChI=1S/C22H22O11/c1-30-15-4-9(2-3-12(15)25)21-16(7-11-13(26)5-10(24)6-14(11)31-21)32-22-20(29)19(28)18(27)17(8-23)33-22/h2-7,17-20,22-23,27-29H,8H2,1H3,(H2-,24,25,26)/p+1/t17-,18-,19+,20-,22-/m1/s1","391786"
"petunidin 3-glucoside","FOBI:030638",NA,NA,NA,"176449","HBKZHMZCXXQMOX-YATQZQGFSA-N","InChI=1S/C22H22O12.ClH/c1-31-14-3-8(2-12(26)17(14)27)21-15(6-10-11(25)4-9(24)5-13(10)32-21)33-22-20(30)19(29)18(28)16(7-23)34-22;/h2-6,16,18-20,22-23,28-30H,7H2,1H3,(H3-,24,25,26,27);1H/t16-,18-,19+,20-,22-;/m1./s1",NA
"phenylacetylglutamine","FOBI:030696","HMDB06344","C04148","CHEBI:17884","92258","JFLIEFSWGNOPJJ-JTQLQIEISA-N","InChI=1S/C13H16N2O4/c14-11(16)7-6-10(13(18)19)15-12(17)8-9-4-2-1-3-5-9/h1-5,10H,6-8H2,(H2,14,16)(H,15,17)(H,18,19)/t10-/m0/s1","83292"
"phenylacetylglycine","FOBI:030695","HMDB00821","C05598","CHEBI:27480","68144","UTYVDVLMYQPLQB-UHFFFAOYSA-N","InChI=1S/C10H11NO3/c12-9(11-7-10(13)14)6-8-4-2-1-3-5-8/h1-5H,6-7H2,(H,11,12)(H,13,14)","61452"
"phenyllactic acid","FOBI:030693","HMDB00779",NA,"CHEBI:25998","3848","VOXXWSYKYCBWHO-UHFFFAOYSA-N","InChI=1S/C9H10O3/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8,10H,6H2,(H,11,12)",NA
"phloretin","FOBI:030568","HMDB03306","C00774","CHEBI:17276","4788","VGEREEWJJVICBM-UHFFFAOYSA-N","InChI=1S/C15H14O5/c16-10-4-1-9(2-5-10)3-6-12(18)15-13(19)7-11(17)8-14(15)20/h1-2,4-5,7-8,16-17,19-20H,3,6H2",NA
"phloretin glucuronide","FOBI:030569",NA,NA,NA,"9889961","YFJJAJIWPWXWJJ-ZFORQUDYSA-N","InChI=1S/C21H22O11/c22-10-4-1-9(2-5-10)3-6-12(24)15-13(25)7-11(23)8-14(15)31-21-18(28)16(26)17(27)19(32-21)20(29)30/h1-2,4-5,7-8,16-19,21-23,25-28H,3,6H2,(H,29,30)/t16-,17-,18+,19-,21+/m0/s1","8065632"
"p-hydroxyphenyllactic acid","FOBI:030694","HMDB00755","C03672","CHEBI:17385","9378","JVGVDSSUAVXRDY-UHFFFAOYSA-N","InChI=1S/C9H10O4/c10-7-3-1-6(2-4-7)5-8(11)9(12)13/h1-4,8,10-11H,5H2,(H,12,13)",NA
"piceid 3-glucuronide","FOBI:030606",NA,NA,NA,NA,"SSZYARBRHYOZQM-OWOJBTEDSA-N","InChI=1S/C26H30O14/c27-10-16-17(29)18(30)21(33)25(39-16)37-14-7-12(2-1-11-3-5-13(28)6-4-11)8-15(9-14)38-26-22(34)19(31)20(32)23(40-26)24(35)36/h1-9,16-23,25-34H,10H2,(H,35,36)/b2-1+",NA
"piceid 3-sulfate","FOBI:030608",NA,NA,NA,NA,"WYPZTOJGOQAJJD-CUYWLFDKSA-N","InChI=1S/C20H22O11S/c21-10-16-17(23)18(24)19(25)20(30-16)29-14-7-12(8-15(9-14)31-32(26,27)28)2-1-11-3-5-13(22)6-4-11/h1-9,16-25H,10H2,(H,26,27,28)/b2-1+/t16-,17-,18+,19-,20-/m1/s1",NA
"piceid 4'-glucuronide","FOBI:030607",NA,NA,NA,NA,"PHLZFRGLHZUWLW-OWOJBTEDSA-N","InChI=1S/C26H30O14/c27-10-16-17(29)18(30)21(33)25(39-16)38-15-8-12(7-13(28)9-15)2-1-11-3-5-14(6-4-11)37-26-22(34)19(31)20(32)23(40-26)24(35)36/h1-9,16-23,25-34H,10H2,(H,35,36)/b2-1+",NA
"piceid 4'-sulfate","FOBI:030609",NA,NA,NA,NA,"OPXYKICHKIQGOV-CUYWLFDKSA-N","InChI=1S/C20H22O11S/c21-10-16-17(23)18(24)19(25)20(30-16)29-15-8-12(7-13(22)9-15)2-1-11-3-5-14(6-4-11)31-32(26,27)28/h1-9,16-25H,10H2,(H,26,27,28)/b2-1+/t16-,17-,18+,19-,20-/m1/s1",NA
"procyanidin b2","FOBI:030490",NA,"C17639","CHEBI:75632","122738","XFZJEEAOWLFHDH-NFJBMHMQSA-N","InChI=1S/C30H26O12/c31-13-7-20(37)24-23(8-13)41-29(12-2-4-16(33)19(36)6-12)27(40)26(24)25-21(38)10-17(34)14-9-22(39)28(42-30(14)25)11-1-3-15(32)18(35)5-11/h1-8,10,22,26-29,31-40H,9H2/t22-,26-,27-,28-,29-/m1/s1",NA
