MetaboliteName,FBOnto,HMDB,KEGG,ChEBI,PubChem,InChIKey,InChI Code,ChemSpider
lycopene,FB_030748,HMDB03000,C05432,CHEBI:15948,446925,OAIJSZIZWZSQBC-GYZMGTAESA-N,"InChI=1S/C40H56/c1-33(2)19-13-23-37(7)27-17-31-39(9)29-15-25-35(5)21-11-12-22-36(6)26-16-30-40(10)32-18-28-38(8)24-14-20-34(3)4/h11-12,15-22,25-32H,13-14,23-24H2,1-10H3/b12-11+,25-15+,26-16+,31-17+,32-18+,35-21+,36-22+,37-27+,38-28+,39-29+,40-30+",394156
malic_acid,FB_030632,HMDB00744,C00711,CHEBI:50263,20130941,BJEPYKJPYRNKOW-UHFFFAOYSA-N,"InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)",14080972
malvidin_3-glucoside,FB_030635,NA,NA,NA,443652,PXUQTDZNOHRWLI-OXUVVOBNSA-O,"InChI=1S/C23H24O12/c1-31-14-3-9(4-15(32-2)18(14)27)22-16(7-11-12(26)5-10(25)6-13(11)33-22)34-23-21(30)20(29)19(28)17(8-24)35-23/h3-7,17,19-21,23-24,28-30H,8H2,1-2H3,(H2-,25,26,27)/p+1/t17-,19-,20+,21-,23-/m1/s1",NA
maslinic_acid,FB_030753,HMDB02392,C16939,CHEBI:66682,73659,MDZKJHQSJHYOHJ-LLICELPBSA-N,"InChI=1S/C30H48O4/c1-25(2)12-14-30(24(33)34)15-13-28(6)18(19(30)16-25)8-9-22-27(5)17-20(31)23(32)26(3,4)21(27)10-11-29(22,28)7/h8,19-23,31-32H,9-17H2,1-7H3,(H,33,34)/t19-,20+,21-,22+,23-,27-,28+,29+,30-/m0/s1",66312
m-coumaric_acid,FB_030384,HMDB01713,C12621,CHEBI:32357,637541,KKSDGJDHHZEWEP-SNAWJCMRSA-N,"InChI=1S/C9H8O3/c10-8-3-1-2-7(6-8)4-5-9(11)12/h1-6,10H,(H,11,12)/b5-4+",553147
m-coumaric_acid_glucuronide,FB_030387,NA,NA,NA,NA,XPCHMFOWDFTFNV-SNAWJCMRSA-N,"InChI=1S/C15H16O9/c16-9(17)5-4-7-2-1-3-8(6-7)23-15-12(20)10(18)11(19)13(24-15)14(21)22/h1-6,10-13,15,18-20H,(H,16,17)(H,21,22)/b5-4+",NA
m-coumaric_acid_sulfate,FB_030390,NA,NA,NA,6443141,YPXHXDXMTWPQTO-SNAWJCMRSA-N,"InChI=1S/C9H8O6S/c10-9(11)5-4-7-2-1-3-8(6-7)15-16(12,13)14/h1-6H,(H,10,11)(H,12,13,14)/b5-4+",NA
methyl(epi)catechin_glucuronide_1,FB_030474,NA,NA,NA,NA,NA,NA,NA
methyl(epi)catechin_glucuronide_2,FB_030475,NA,NA,NA,NA,NA,NA,NA
methyl(epi)catechin_glucuronide_3,FB_030476,NA,NA,NA,NA,NA,NA,NA
methyl(epi)catechin_glucuronide_4,FB_030477,NA,NA,NA,NA,NA,NA,NA
methyl(epi)catechin_glucuronide_5,FB_030478,NA,NA,NA,NA,NA,NA,NA
methyl(epi)catechin_sulfate_1,FB_030479,NA,NA,NA,NA,NA,NA,NA
methyl(epi)catechin_sulfate_2,FB_030480,NA,NA,NA,NA,NA,NA,NA
methyl(epi)catechin_sulfate_3,FB_030481,NA,NA,NA,NA,NA,NA,NA
methyl(epi)catechin_sulfate_4,FB_030482,NA,NA,NA,NA,NA,NA,NA
methyl(epi)catechin_sulfate_5,FB_030483,NA,NA,NA,NA,NA,NA,NA
methyl(epi)catechin_sulfate_6,FB_030484,NA,NA,NA,NA,NA,NA,NA
methylgallic_acid_glucuronide_1,FB_030359,NA,NA,NA,NA,NA,NA,NA
methylgallic_acid_glucuronide_2,FB_030360,NA,NA,NA,NA,NA,NA,NA
methylgallic_acid_glucuronide_3,FB_030361,NA,NA,NA,NA,NA,NA,NA
methylgallic_acid_sulfate_1,FB_030362,NA,NA,NA,NA,NA,NA,NA
methylgallic_acid_sulfate_2,FB_030363,NA,NA,NA,NA,NA,NA,NA
methylgallic_acid_sulfate_3,FB_030364,NA,NA,NA,NA,NA,NA,NA
methylpyrogallol_glucuronide_1,FB_030439,NA,NA,NA,NA,NA,NA,NA
methylpyrogallol_glucuronide_2,FB_030440,NA,NA,NA,NA,NA,NA,NA
methylpyrogallol_sulfate_1,FB_030441,NA,NA,NA,NA,NA,NA,NA
methylpyrogallol_sulfate_2,FB_030442,NA,NA,NA,NA,NA,NA,NA
methylpyrogallol_sulfate_3,FB_030443,NA,NA,NA,NA,NA,NA,NA
n-(2-furoyl)glycine,FB_030649,HMDB00439,NA,CHEBI:82912,21863,KSPQDMRTZZYQLM-UHFFFAOYSA-N,"InChI=1S/C7H7NO4/c9-6(10)4-8-7(11)5-2-1-3-12-5/h1-3H,4H2,(H,8,11)(H,9,10)",NA
n-(2-hydroxyphenyl)acetamide,FB_030619,NA,NA,NA,11972,ADVGKWPZRIDURE-UHFFFAOYSA-N,"InChI=1S/C8H9NO2/c1-6(10)9-7-4-2-3-5-8(7)11/h2-5,11H,1H3,(H,9,10)",NA
n-(2-hydroxyphenyl)acetamide_glucuronide,FB_030620,NA,NA,NA,NA,NA,NA,NA
n-(2-hydroxyphenyl)acetamide_sulfate,FB_030621,NA,NA,NA,181671,JCVGTUVGDOWZJE-UHFFFAOYSA-N,"InChI=1S/C8H9NO5S/c1-6(10)9-7-4-2-3-5-8(7)14-15(11,12)13/h2-5H,1H3,(H,9,10)(H,11,12,13)",NA
n-acetyl-s-allylcysteine,FB_030677,NA,NA,NA,152467,LKRAEHUDIUJBSF-ZETCQYMHSA-N,"InChI=1S/C8H13NO3S/c1-3-4-13-5-7(8(11)12)9-6(2)10/h3,7H,1,4-5H2,2H3,(H,9,10)(H,11,12)/t7-/m0/s1",NA
n-acetyl-s-methylcysteine,FB_030679,NA,NA,NA,13893975,RYGLCORNOFFGTB-YFKPBYRVSA-N,"InChI=1S/C6H11NO3S/c1-4(8)7-5(3-11-2)6(9)10/h5H,3H2,1-2H3,(H,7,8)(H,9,10)/t5-/m0/s1",NA
naringenin,FB_030514,HMDB02670,C00509,CHEBI:17846,439246,FTVWIRXFELQLPI-ZDUSSCGKSA-N,"InChI=1S/C15H12O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-6,13,16-18H,7H2/t13-/m0/s1",388383
naringenin_4'-glucuronide,FB_08701,NA,NA,NA,91312540,DFIUUCDSSKATFP-DNPGXZAYSA-N,"InChI=1S/C21H20O11/c22-9-5-11(23)15-12(24)7-13(31-14(15)6-9)8-1-3-10(4-2-8)30-21-18(27)16(25)17(26)19(32-21)20(28)29/h1-6,13,16-19,21-23,25-27H,7H2,(H,28,29)/t13?,16-,17-,18+,19-,21+/m0/s1",NA
naringenin_4'-sulfate,FB_08703,NA,NA,NA,11078674,LQAWJBRSYCPTLK-ZDUSSCGKSA-N,"InChI=1S/C15H12O8S/c16-9-5-11(17)15-12(18)7-13(22-14(15)6-9)8-1-3-10(4-2-8)23-24(19,20)21/h1-6,13,16-17H,7H2,(H,19,20,21)/t13-/m0/s1",NA
naringenin_5-glucuronide,FB_08702,NA,NA,NA,101242747,ZTQGTBHHQGGBSV-ATVZYYHQSA-N,"InChI=1S/C21H20O11/c22-9-3-1-8(2-4-9)12-7-11(24)15-13(30-12)5-10(23)6-14(15)31-21-18(27)16(25)17(26)19(32-21)20(28)29/h1-6,12,16-19,21-23,25-27H,7H2,(H,28,29)/t12?,16-,17-,18+,19-,21+/m0/s1",NA
naringenin_5-sulfate,FB_08704,NA,NA,NA,NA,NA,NA,NA
naringenin_7-glucuronide,FB_030515,NA,NA,NA,51136360,BDCRTIDKZGEVEN-DNPGXZAYSA-N,"InChI=1S/C21H20O11/c22-9-3-1-8(2-4-9)13-7-12(24)15-11(23)5-10(6-14(15)31-13)30-21-18(27)16(25)17(26)19(32-21)20(28)29/h1-6,13,16-19,21-23,25-27H,7H2,(H,28,29)/t13?,16-,17-,18+,19-,21+/m0/s1",NA
naringenin_7-sulfate,FB_08705,NA,NA,NA,NA,LCXKYLMSILXZFG-ZDUSSCGKSA-N,"InChI=1S/C15H12O8S/c16-9-3-1-8(2-4-9)13-7-12(18)15-11(17)5-10(6-14(15)22-13)23-24(19,20)21/h1-6,13,16-17H,7H2,(H,19,20,21)/t13-/m0/s1",NA
naringenin_glucuronide,FB_030516,NA,NA,NA,NA,NA,NA,NA
naringenin_sulfate,FB_030517,NA,NA,NA,NA,NA,NA,NA
n-methylpyridinium,FB_030713,NA,NA,NA,13597,PQBAWAQIRZIWIV-UHFFFAOYSA-N,"InChI=1S/C6H8N/c1-7-5-3-2-4-6-7/h2-6H,1H3/q+1",NA
o-coumaric_acid,FB_030383,HMDB02641,C01772,CHEBI:18125,637540,PMOWTIHVNWZYFI-AATRIKPKSA-N,"InChI=1S/C9H8O3/c10-8-4-2-1-3-7(8)5-6-9(11)12/h1-6,10H,(H,11,12)/b6-5+",NA
o-coumaric_acid_glucuronide,FB_030386,NA,NA,NA,NA,KRKMNGLGYXJMBZ-WAYWQWQTSA-N,"InChI=1S/C15H16O9/c16-9(17)6-5-7-3-1-2-4-8(7)23-15-12(20)10(18)11(19)13(24-15)14(21)22/h1-6,10-13,15,18-20H,(H,16,17)(H,21,22)/b6-5-",NA
o-coumaric_acid_sulfate,FB_030389,NA,NA,NA,59950526,BTRJLVGUHCECAH-UHFFFAOYSA-N,"InChI=1S/C9H8O6S/c10-9(11)6-5-7-3-1-2-4-8(7)15-16(12,13)14/h1-6H,(H,10,11)(H,12,13,14)",NA
oleanolic_acid,FB_030752,HMDB02364,C17148,NA,10494,MIJYXULNPSFWEK-GTOFXWBISA-N,"InChI=1S/C30H48O3/c1-25(2)14-16-30(24(32)33)17-15-28(6)19(20(30)18-25)8-9-22-27(5)12-11-23(31)26(3,4)21(27)10-13-29(22,28)7/h8,20-23,31H,9-18H2,1-7H3,(H,32,33)/t20-,21-,22+,23-,27-,28+,29+,30-/m0/s1",NA
oleic_acid,FB_030741,HMDB00207,C00712,CHEBI:16196,445639,ZQPPMHVWECSIRJ-KTKRTIGZSA-N,"InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9-",NA
oleuropein,FB_030751,NA,NA,NA,5281544,RFWGABANNQMHMZ-ZCHJGGQASA-N,"InChI=1S/C25H32O13/c1-3-13-14(9-19(29)35-7-6-12-4-5-16(27)17(28)8-12)15(23(33)34-2)11-36-24(13)38-25-22(32)21(31)20(30)18(10-26)37-25/h3-5,8,11,14,18,20-22,24-28,30-32H,6-7,9-10H2,1-2H3/b13-3+/t14-,18+,20+,21-,22+,24-,25-/m0/s1",NA
paraxanthine,FB_030655,HMDB01860,C13747,CHEBI:25858,4687,QUNWUDVFRNGTCO-UHFFFAOYSA-N,"InChI=1S/C7H8N4O2/c1-10-3-8-5-4(10)6(12)11(2)7(13)9-5/h3H,1-2H3,(H,9,13)",NA
p-coumaric_acid,FB_030385,HMDB02035,C00811,CHEBI:32374,637542,NGSWKAQJJWESNS-ZZXKWVIFSA-N,"InChI=1S/C9H8O3/c10-8-4-1-7(2-5-8)3-6-9(11)12/h1-6,10H,(H,11,12)/b6-3+",NA
p-coumaric_acid_glucuronide,FB_030388,NA,NA,NA,71314996,SOKJXEKPKWKYKR-KPGYTNHDSA-N,"InChI=1S/C15H16O9/c16-9(17)6-3-7-1-4-8(5-2-7)23-15-12(20)10(18)11(19)13(24-15)14(21)22/h1-6,10-13,15,18-20H,(H,16,17)(H,21,22)/b6-3+/t10-,11-,12+,13-,15+/m0/s1",NA
p-coumaric_acid_sulfate,FB_030391,NA,NA,NA,6070438,OYDCCWNLILCHDJ-ZZXKWVIFSA-N,"InChI=1S/C9H8O6S/c10-9(11)6-3-7-1-4-8(5-2-7)15-16(12,13)14/h1-6H,(H,10,11)(H,12,13,14)/b6-3+",NA
p-cresol,FB_030698,HMDB01858,C01468,CHEBI:17847,2879,IWDCLRJOBJJRNH-UHFFFAOYSA-N,"InChI=1S/C7H8O/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3",13285340
p-cresol_glucuronide,FB_030700,HMDB11686,NA,NA,154035,JPAUCQAJHLSMQW-XPORZQOISA-N,"InChI=1S/C13H16O7/c1-6-2-4-7(5-3-6)19-13-10(16)8(14)9(15)11(20-13)12(17)18/h2-5,8-11,13-16H,1H3,(H,17,18)/t8-,9-,10+,11-,13+/m0/s1",135751
p-cresol_sulfate,FB_030699,HMDB11635,NA,CHEBI:82914,4615423,WGNAKZGUSRVWRH-UHFFFAOYSA-N,"InChI=1S/C7H8O4S/c1-6-2-4-7(5-3-6)11-12(8,9)10/h2-5H,1H3,(H,8,9,10)",NA
pelargonidin_3-glucoside,FB_030636,NA,NA,NA,443648,ABVCUBUIXWJYSE-GQUPQBGVSA-O,"InChI=1S/C21H20O10/c22-8-16-17(26)18(27)19(28)21(31-16)30-15-7-12-13(25)5-11(24)6-14(12)29-20(15)9-1-3-10(23)4-2-9/h1-7,16-19,21-22,26-28H,8H2,(H2-,23,24,25)/p+1/t16-,17-,18+,19-,21-/m1/s1",NA
pentadecanoic_acid,FB_030738,HMDB00826,C16537,NA,13849,WQEPLUUGTLDZJY-UHFFFAOYSA-N,"InChI=1S/C15H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15(16)17/h2-14H2,1H3,(H,16,17)",NA
peonidin_3-glucoside,FB_030637,NA,NA,NA,443654,ZZWPMFROUHHAKY-OUUKCGNVSA-O,"InChI=1S/C22H22O11/c1-30-15-4-9(2-3-12(15)25)21-16(7-11-13(26)5-10(24)6-14(11)31-21)32-22-20(29)19(28)18(27)17(8-23)33-22/h2-7,17-20,22-23,27-29H,8H2,1H3,(H2-,24,25,26)/p+1/t17-,18-,19+,20-,22-/m1/s1",NA
petunidin_3-glucoside,FB_030638,NA,NA,NA,176449,HBKZHMZCXXQMOX-YATQZQGFSA-N,"InChI=1S/C22H22O12.ClH/c1-31-14-3-8(2-12(26)17(14)27)21-15(6-10-11(25)4-9(24)5-13(10)32-21)33-22-20(30)19(29)18(28)16(7-23)34-22;/h2-6,16,18-20,22-23,28-30H,7H2,1H3,(H3-,24,25,26,27);1H/t16-,18-,19+,20-,22-;/m1./s1",NA
phenylacetylglutamine,FB_030696,HMDB06344,C04148,CHEBI:17884,92258,JFLIEFSWGNOPJJ-JTQLQIEISA-N,"InChI=1S/C13H16N2O4/c14-11(16)7-6-10(13(18)19)15-12(17)8-9-4-2-1-3-5-9/h1-5,10H,6-8H2,(H2,14,16)(H,15,17)(H,18,19)/t10-/m0/s1",NA
phenylacetylglycine,FB_030695,HMDB00821,C05598,CHEBI:27480,68144,UTYVDVLMYQPLQB-UHFFFAOYSA-N,"InChI=1S/C10H11NO3/c12-9(11-7-10(13)14)6-8-4-2-1-3-5-8/h1-5H,6-7H2,(H,11,12)(H,13,14)",61452
phenyllactic_acid,FB_030693,HMDB00779,NA,CHEBI:25998,3848,VOXXWSYKYCBWHO-UHFFFAOYSA-N,"InChI=1S/C9H10O3/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8,10H,6H2,(H,11,12)",NA
phloretin,FB_030568,HMDB03306,C00774,CHEBI:17276,4788,VGEREEWJJVICBM-UHFFFAOYSA-N,"InChI=1S/C15H14O5/c16-10-4-1-9(2-5-10)3-6-12(18)15-13(19)7-11(17)8-14(15)20/h1-2,4-5,7-8,16-17,19-20H,3,6H2",NA
phloretin_glucuronide,FB_030569,NA,NA,NA,9889961,YFJJAJIWPWXWJJ-ZFORQUDYSA-N,"InChI=1S/C21H22O11/c22-10-4-1-9(2-5-10)3-6-12(24)15-13(25)7-11(23)8-14(15)31-21-18(28)16(26)17(27)19(32-21)20(29)30/h1-2,4-5,7-8,16-19,21-23,25-28H,3,6H2,(H,29,30)/t16-,17-,18+,19-,21+/m0/s1",NA
p-hydroxyphenyllactic_acid,FB_030694,HMDB00755,C03672,CHEBI:17385,9378,JVGVDSSUAVXRDY-UHFFFAOYSA-N,"InChI=1S/C9H10O4/c10-7-3-1-6(2-4-7)5-8(11)9(12)13/h1-4,8,10-11H,5H2,(H,12,13)",NA
piceid_3-glucuronide,FB_030606,NA,NA,NA,NA,SSZYARBRHYOZQM-OWOJBTEDSA-N,"InChI=1S/C26H30O14/c27-10-16-17(29)18(30)21(33)25(39-16)37-14-7-12(2-1-11-3-5-13(28)6-4-11)8-15(9-14)38-26-22(34)19(31)20(32)23(40-26)24(35)36/h1-9,16-23,25-34H,10H2,(H,35,36)/b2-1+",NA
piceid_3-sulfate,FB_030608,NA,NA,NA,NA,WYPZTOJGOQAJJD-CUYWLFDKSA-N,"InChI=1S/C20H22O11S/c21-10-16-17(23)18(24)19(25)20(30-16)29-14-7-12(8-15(9-14)31-32(26,27)28)2-1-11-3-5-13(22)6-4-11/h1-9,16-25H,10H2,(H,26,27,28)/b2-1+/t16-,17-,18+,19-,20-/m1/s1",NA
piceid_4'-glucuronide,FB_030607,NA,NA,NA,NA,PHLZFRGLHZUWLW-OWOJBTEDSA-N,"InChI=1S/C26H30O14/c27-10-16-17(29)18(30)21(33)25(39-16)38-15-8-12(7-13(28)9-15)2-1-11-3-5-14(6-4-11)37-26-22(34)19(31)20(32)23(40-26)24(35)36/h1-9,16-23,25-34H,10H2,(H,35,36)/b2-1+",NA
piceid_4'-sulfate,FB_030609,NA,NA,NA,NA,OPXYKICHKIQGOV-CUYWLFDKSA-N,"InChI=1S/C20H22O11S/c21-10-16-17(23)18(24)19(25)20(30-16)29-15-8-12(7-13(22)9-15)2-1-11-3-5-14(6-4-11)31-32(26,27)28/h1-9,16-25H,10H2,(H,26,27,28)/b2-1+/t16-,17-,18+,19-,20-/m1/s1",NA
procyanidin_b2,FB_030490,NA,NA,NA,122738,XFZJEEAOWLFHDH-NFJBMHMQSA-N,"InChI=1S/C30H26O12/c31-13-7-20(37)24-23(8-13)41-29(12-2-4-16(33)19(36)6-12)27(40)26(24)25-21(38)10-17(34)14-9-22(39)28(42-30(14)25)11-1-3-15(32)18(35)5-11/h1-8,10,22,26-29,31-40H,9H2/t22-,26-,27-,28-,29-/m1/s1",NA
proline_betaine,FB_030685,HMDB04827,C10172,CHEBI:35280,115244,CMUNUTVVOOHQPW-LURJTMIESA-N,"InChI=1S/C7H13NO2/c1-8(2)5-3-4-6(8)7(9)10/h6H,3-5H2,1-2H3/t6-/m0/s1",NA
pyrogallol,FB_030432,NA,NA,NA,1057,WQGWDDDVZFFDIG-UHFFFAOYSA-N,"InChI=1S/C6H6O3/c7-4-2-1-3-5(8)6(4)9/h1-3,7-9H",NA
pyrogallol_1-glucuronide,FB_030433,NA,NA,NA,NA,QCVMOWDDTCUWLI-UHFFFAOYSA-N,"InChI=1S/C12H14O9/c13-4-2-1-3-5(6(4)14)20-12-9(17)7(15)8(16)10(21-12)11(18)19/h1-3,7-10,12-17H,(H,18,19)",NA
pyrogallol_1-sulfate,FB_030435,NA,NA,NA,54110629,NGVLEQPKHLWZLN-UHFFFAOYSA-N,"InChI=1S/C6H6O6S/c7-4-2-1-3-5(6(4)8)12-13(9,10)11/h1-3,7-8H,(H,9,10,11)",NA
pyrogallol_2-glucuronide,FB_030434,NA,NA,NA,122553541,SOHXEAWMMVSJFL-COGRHJPHSA-N,"InChI=1S/C12H14O9/c13-4-2-1-3-5(14)9(4)20-12-8(17)6(15)7(16)10(21-12)11(18)19/h1-3,6-8,10,12-17H,(H,18,19)/t6-,7-,8+,10-,12+/m0/s1",NA
pyrogallol_2-sulfate,FB_030436,NA,NA,NA,NA,XADBYTWTQXSBAF-UHFFFAOYSA-N,"InChI=1S/C6H6O6S/c7-4-2-1-3-5(8)6(4)12-13(9,10)11/h1-3,7-8H,(H,9,10,11)",NA
quercetin,FB_030558,HMDB05794,C00389,CHEBI:16243,5280343,REFJWTPEDVJJIY-UHFFFAOYSA-N,"InChI=1S/C15H10O7/c16-7-4-10(19)12-11(5-7)22-15(14(21)13(12)20)6-1-2-8(17)9(18)3-6/h1-5,16-19,21H",15139441
quercetin_3-glucuronide,FB_030559,NA,NA,NA,12004528,DUBCCGAQYVUYEU-UHFFFAOYSA-N,"InChI=1S/C21H18O13/c22-7-4-10(25)12-11(5-7)32-17(6-1-2-8(23)9(24)3-6)18(13(12)26)33-21-16(29)14(27)15(28)19(34-21)20(30)31/h1-5,14-16,19,21-25,27-29H,(H,30,31)",NA
quercetin_3'-glucuronide,FB_030560,NA,NA,NA,11655911,LBJLXDMWOKJIPQ-JENRNSKYSA-N,"InChI=1S/C21H18O13/c22-7-4-9(24)12-11(5-7)32-18(15(27)13(12)25)6-1-2-8(23)10(3-6)33-21-17(29)14(26)16(28)19(34-21)20(30)31/h1-5,14,16-17,19,21-24,26-29H,(H,30,31)/t14-,16-,17+,19-,21+/m0/s1",NA
quercetin_3'-sulfate,FB_030561,NA,NA,NA,21676162,OSCLBBUATYLBQA-UHFFFAOYSA-N,"InChI=1S/C15H10O10S/c16-7-4-9(18)12-11(5-7)24-15(14(20)13(12)19)6-1-2-8(17)10(3-6)25-26(21,22)23/h1-5,16-18,20H,(H,21,22,23)",NA
rhamnitol,FB_030756,NA,NA,NA,445052,SKCKOFZKJLZSFA-BXKVDMCESA-N,"InChI=1S/C6H14O5/c1-3(8)5(10)6(11)4(9)2-7/h3-11H,2H2,1H3/t3-,4-,5-,6-/m0/s1",NA
saccharin,FB_030626,NA,NA,,5143,CVHZOJJKTDOEJC-UHFFFAOYSA-N,"InChI=1S/C7H5NO3S/c9-7-5-3-1-2-4-6(5)12(10,11)8-7/h1-4H,(H,8,9)",NA
s-allylcysteine,FB_030676,NA,NA,NA,40424388,ZFAHNWWNDFHPOH-YFKPBYRVSA-N,"InChI=1S/C6H11NO2S/c1-2-3-10-4-5(7)6(8)9/h2,5H,1,3-4,7H2,(H,8,9)/t5-/m0/s1",NA
s-allylmercapturic_acid,FB_030680,NA,NA,NA,10465488,LKRAEHUDIUJBSF-SSDOTTSWSA-N,"InChI=1S/C8H13NO3S/c1-3-4-13-5-7(8(11)12)9-6(2)10/h3,7H,1,4-5H2,2H3,(H,9,10)(H,11,12)/t7-/m1/s1",NA
sinapic_acid,FB_030412,NA,NA,NA,637775,PCMORTLOPMLEFB-ONEGZZNKSA-N,"InChI=1S/C11H12O5/c1-15-8-5-7(3-4-10(12)13)6-9(16-2)11(8)14/h3-6,14H,1-2H3,(H,12,13)/b4-3+",NA
sinapic_acid_glucuronide,FB_030413,NA,NA,NA,NA,SVMPWPWAQOHKHG-UOZBHZCFSA-N,"InChI=1S/C17H20O11/c1-25-8-5-7(3-4-10(18)19)6-9(26-2)14(8)27-17-13(22)11(20)12(21)15(28-17)16(23)24/h3-6,11-13,15,17,20-22H,1-2H3,(H,18,19)(H,23,24)/t11-,12-,13+,15-,17+/m0/s1",NA
sinapic_acid_sulfate,FB_030414,NA,NA,NA,NA,KJWQVTFGBFEXMV-ONEGZZNKSA-N,"InChI=1S/C11H12O8S/c1-17-8-5-7(3-4-10(12)13)6-9(18-2)11(8)19-20(14,15)16/h3-6H,1-2H3,(H,12,13)(H,14,15,16)/b4-3+",NA
s-methylcysteine,FB_030678,HMDB02108,NA,CHEBI:45658,24417,IDIDJDIHTAOVLG-VKHMYHEASA-N,"InChI=1S/C4H9NO2S/c1-8-2-3(5)4(6)7/h3H,2,5H2,1H3,(H,6,7)/t3-/m0/s1",NA
solanidine,FB_030716,HMDB03236,C06543,CHEBI:28374,65727,JVKYZPBMZPJNAJ-OQFNDJACSA-N,"InChI=1S/C27H43NO/c1-16-5-8-23-17(2)25-24(28(23)15-16)14-22-20-7-6-18-13-19(29)9-11-26(18,3)21(20)10-12-27(22,25)4/h6,16-17,19-25,29H,5,7-15H2,1-4H3/t16-,17+,19-,20+,21-,22-,23+,24-,25-,26-,27-/m0/s1",59150
sucralose,FB_030627,NA,NA,NA,71485,BAQAVOSOZGMPRM-QBMZZYIRSA-N,"InChI=1S/C12H19Cl3O8/c13-1-4-7(17)10(20)12(3-14,22-4)23-11-9(19)8(18)6(15)5(2-16)21-11/h4-11,16-20H,1-3H2/t4-,5-,6+,7-,8+,9-,10+,11-,12+/m1/s1",NA
sucrose,FB_030757,HMDB00258,C00089,CHEBI:17992,5988,CZMRCDWAGMRECN-UGDNZRGBSA-N,"InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2/t4-,5-,6-,7-,8+,9-,10+,11-,12+/m1/s1",NA
sulforaphane,FB_030639,HMDB05792,NA,NA,5350,SUVMJBTUFCVSAD-UHFFFAOYSA-N,"InChI=1S/C6H11NOS2/c1-10(8)5-3-2-4-7-6-9/h2-5H2,1H3",NA
sulforaphane-cysteine,FB_030640,NA,NA,NA,10402443,PUPMSTCTVNEOCX-ISJKBYAMSA-N,"InChI=1S/C9H18N2O3S3/c1-17(14)5-3-2-4-11-9(15)16-6-7(10)8(12)13/h7H,2-6,10H2,1H3,(H,11,15)(H,12,13)/t7-,17?/m0/s1",NA
sulforaphane-cysteine-glycine,FB_030642,NA,NA,NA,NA,NA,NA,NA
sulforaphane-glutathione,FB_030643,NA,NA,NA,45040448,ROARKYNVUQLTDP-QGQIPBJJSA-N,"InChI=1S/C16H28N4O7S3/c1-30(27)7-3-2-6-18-16(28)29-9-11(14(24)19-8-13(22)23)20-12(21)5-4-10(17)15(25)26/h10-11H,2-9,17H2,1H3,(H,18,28)(H,19,24)(H,20,21)(H,22,23)(H,25,26)/t10-,11-,30?/m0/s1",NA
sulforaphane-n-acetyl-cysteine,FB_030641,NA,NA,NA,71772353,IIHBKTCHILXGOT-KMYGYIBBSA-N,"InChI=1S/C11H20N2O4S3/c1-8(14)13-9(10(15)16)7-19-11(18)12-5-3-4-6-20(2)17/h9H,3-7H2,1-2H3,(H,12,18)(H,13,14)(H,15,16)/t9-,20?/m0/s1",NA
syringic_acid,FB_030349,HMDB02085,C10833,CHEBI:68329,10742,JMSVCTWVEWCHDZ-UHFFFAOYSA-N,"InChI=1S/C9H10O5/c1-13-6-3-5(9(11)12)4-7(14-2)8(6)10/h3-4,10H,1-2H3,(H,11,12)",NA
syringic_acid_glucuronide,FB_030350,NA,NA,NA,NA,WOGNQDHJFYPQMD-YGMDGNCASA-N,"InChI=1S/C15H18O11/c1-23-6-3-5(13(19)20)4-7(24-2)11(6)25-15-10(18)8(16)9(17)12(26-15)14(21)22/h3-4,8-10,12,15-18H,1-2H3,(H,19,20)(H,21,22)/t8-,9-,10+,12-,15+/m0/s1",NA
syringic_acid_sulfate,FB_030351,NA,NA,NA,NA,RUXRRHGJTRVOSL-UHFFFAOYSA-N,"InChI=1S/C9H10O8S/c1-15-6-3-5(9(10)11)4-7(16-2)8(6)17-18(12,13)14/h3-4H,1-2H3,(H,10,11)(H,12,13,14)",NA
tartaric_acid,FB_030630,HMDB00956,C00898,CHEBI:15671,444305,FEWJPZIEWOKRBE-JCYAYHJZSA-N,"InChI=1S/C4H6O6/c5-1(3(7)8)2(6)4(9)10/h1-2,5-6H,(H,7,8)(H,9,10)/t1-,2-/m1/s1",NA
taurine,FB_030709,HMDB00251,C00245,CHEBI:15891,1123,XOAAWQZATWQOTB-UHFFFAOYSA-N,"InChI=1S/C2H7NO3S/c3-1-2-7(4,5)6/h1-3H2,(H,4,5,6)",10675782
