"metabolite","food"
"allyl methyl sulfone","''garlic (whole, raw)''"
"p-cresol glucuronide","''Whole grain cereal products''"
"p-cresol glucuronide","''dairy food product''"
"p-cresol glucuronide","''nut (whole or part)''"
"p-cresol glucuronide","''soybean (whole)''"
"p-cresol glucuronide","''legume food product''"
"p-cresol glucuronide","''egg food product''"
"p-cresol glucuronide","''meat food product''"
"indoxyl glucuronide","''soybean (whole)''"
"indoxyl glucuronide","''nut (whole or part)''"
"indoxyl glucuronide","''Whole grain cereal products''"
"indoxyl glucuronide","''dairy food product''"
"indoxyl glucuronide","''meat food product''"
"indoxyl glucuronide","''legume food product''"
"indoxyl glucuronide","''egg food product''"
"α-solanine","''potato (whole, raw)''"
"5-n-heptadecylresorcinol","''Whole grain cereal products''"
"5-n-nonadecylresorcinol","''Whole grain cereal products''"
"5-n-heneicosylresorcinol","''Whole grain cereal products''"
"5-n-tricosylresorcinol","''Whole grain cereal products''"
"5-n-pentacosylresorcinol","''Whole grain cereal products''"
"2-benzoxazolinone","''Whole grain cereal products''"
"6-methoxy-benzoxazolin-2-one","''Whole grain cereal products''"
"2-β-d-glucopyranosyloxy-1,4-benzoxazin-3-one","''Whole grain cereal products''"
"2-hydroxy-1,4-benzoxazin-3-one glucuronide","''Whole grain cereal products''"
"2-hydroxy-1,4-benzoxazin-3-one sulfate","''Whole grain cereal products''"
"2-hydroxy-7-methoxy-1,4-benzoxazin-3-one","''Whole grain cereal products''"
"2-β-d-glucopyranosyloxy-7-methoxy-1,4-benzoxazin-3-one","''Whole grain cereal products''"
"2,4-dihydroxy-1,4-benzoxazin-3-one glucuronide","''Whole grain cereal products''"
"2,4-dihydroxy-1,4-benzoxazin-3-one sulfate","''Whole grain cereal products''"
"pentadecanoic acid","''dairy food product''"
"ascorbic acid","''plant fruit food product''"
"ascorbic acid","''vegetable food product''"
"lutein","''vegetable food product''"
"lutein","''plant fruit food product''"
"oleuropein","''olive oil''"
"oleanolic acid","''olive oil''"
"d-pinitol","''legume food product''"
"glucose","'sugar'"
"glucose","''plant fruit food product''"
"glucose","''soft drink''"
"enterolactone 3-glucuronide","''coffee based beverage product''"
"enterolactone 3-glucuronide","''olive oil''"
"enterolactone 3-glucuronide","''tea based beverage product''"
"enterolactone 3-glucuronide","''red wine''"
"enterolactone 3-glucuronide","''cacao food product''"
"enterolactone 3-glucuronide","''Whole grain cereal products''"
"enterolactone 3-glucuronide","''plant fruit food product''"
"enterolactone 3-glucuronide","''nut (whole or part)''"
"enterolactone 3-glucuronide","''legume food product''"
"enterolactone 3-glucuronide","''vegetable food product''"
"enterolactone 3-sulfate","''nut (whole or part)''"
"enterolactone 3-sulfate","''vegetable food product''"
"enterolactone 3-sulfate","''legume food product''"
"enterolactone 3-sulfate","''coffee based beverage product''"
"enterolactone 3-sulfate","''cacao food product''"
"enterolactone 3-sulfate","''tea based beverage product''"
"enterolactone 3-sulfate","''Whole grain cereal products''"
"enterolactone 3-sulfate","''red wine''"
"enterolactone 3-sulfate","''olive oil''"
"enterolactone 3-sulfate","''plant fruit food product''"
"ethylgallate 4-sulfate","''nut (whole or part)''"
"ethylgallate 4-sulfate","''legume food product''"
"ethylgallate 4-sulfate","''vegetable food product''"
"ethylgallate 4-sulfate","''cacao food product''"
"ethylgallate 4-sulfate","''tea based beverage product''"
"ethylgallate 4-sulfate","''coffee based beverage product''"
"ethylgallate 4-sulfate","''Whole grain cereal products''"
"ethylgallate 4-sulfate","''red wine''"
"ethylgallate 4-sulfate","''plant fruit food product''"
"ethylgallate 4-sulfate","''olive oil''"
"ethylgallate 4-glucuronide","''legume food product''"
"ethylgallate 4-glucuronide","''plant fruit food product''"
"ethylgallate 4-glucuronide","''nut (whole or part)''"
"ethylgallate 4-glucuronide","''vegetable food product''"
"ethylgallate 4-glucuronide","''coffee based beverage product''"
"ethylgallate 4-glucuronide","''red wine''"
"ethylgallate 4-glucuronide","''olive oil''"
"ethylgallate 4-glucuronide","''tea based beverage product''"
"ethylgallate 4-glucuronide","''cacao food product''"
"ethylgallate 4-glucuronide","''Whole grain cereal products''"
"3-methylcatechin 4-glucuronide","''apple (whole)''"
"3-methylcatechin 4-glucuronide","''berry (whole, raw)''"
"3-methylcatechin 4-glucuronide","''red wine''"
"3-methylcatechin 4-glucuronide","''nut (whole or part)''"
"3-methylcatechin 4-glucuronide","''cacao food product''"
"3-methylcatechin 4-glucuronide","''tea based beverage product''"
"3-methylcatechin 5-glucuronide","''tea based beverage product''"
"3-methylcatechin 5-glucuronide","''cacao food product''"
"3-methylcatechin 5-glucuronide","''apple (whole)''"
"3-methylcatechin 5-glucuronide","''red wine''"
"3-methylcatechin 5-glucuronide","''nut (whole or part)''"
"3-methylcatechin 5-glucuronide","''berry (whole, raw)''"
"3-methylepicatechin 4-glucuronide","''cacao food product''"
"3-methylepicatechin 4-glucuronide","''tea based beverage product''"
"3-methylepicatechin 4-glucuronide","''red wine''"
"3-methylepicatechin 4-glucuronide","''apple (whole)''"
"3-methylepicatechin 4-glucuronide","''nut (whole or part)''"
"3-methylepicatechin 4-glucuronide","''berry (whole, raw)''"
"3-methylepicatechin 5-glucuronide","''tea based beverage product''"
"3-methylepicatechin 5-glucuronide","''cacao food product''"
"3-methylepicatechin 5-glucuronide","''nut (whole or part)''"
"3-methylepicatechin 5-glucuronide","''red wine''"
"3-methylepicatechin 5-glucuronide","''apple (whole)''"
"3-methylepicatechin 5-glucuronide","''berry (whole, raw)''"
"3-methylepicatechin 7-glucuronide","''tea based beverage product''"
"3-methylepicatechin 7-glucuronide","''cacao food product''"
"3-methylepicatechin 7-glucuronide","''nut (whole or part)''"
"3-methylepicatechin 7-glucuronide","''apple (whole)''"
"3-methylepicatechin 7-glucuronide","''berry (whole, raw)''"
"3-methylepicatechin 7-glucuronide","''red wine''"
"4-methylepicatechin 3-glucuronide","''tea based beverage product''"
"4-methylepicatechin 3-glucuronide","''cacao food product''"
"4-methylepicatechin 3-glucuronide","''berry (whole, raw)''"
"4-methylepicatechin 3-glucuronide","''nut (whole or part)''"
"4-methylepicatechin 3-glucuronide","''apple (whole)''"
"4-methylepicatechin 3-glucuronide","''red wine''"
"4-methylepicatechin 5-glucuronide","''berry (whole, raw)''"
"4-methylepicatechin 5-glucuronide","''apple (whole)''"
"4-methylepicatechin 5-glucuronide","''nut (whole or part)''"
"4-methylepicatechin 5-glucuronide","''red wine''"
"4-methylepicatechin 5-glucuronide","''tea based beverage product''"
"4-methylepicatechin 5-glucuronide","''cacao food product''"
"4-methylepicatechin 7-glucuronide","''red wine''"
"4-methylepicatechin 7-glucuronide","''berry (whole, raw)''"
"4-methylepicatechin 7-glucuronide","''apple (whole)''"
"4-methylepicatechin 7-glucuronide","''nut (whole or part)''"
"4-methylepicatechin 7-glucuronide","''tea based beverage product''"
"4-methylepicatechin 7-glucuronide","''cacao food product''"
"catechin 4-glucuronide","''red wine''"
"catechin 4-glucuronide","''apple (whole)''"
"catechin 4-glucuronide","''nut (whole or part)''"
"catechin 4-glucuronide","''berry (whole, raw)''"
"catechin 4-glucuronide","''tea based beverage product''"
"catechin 4-glucuronide","''cacao food product''"
"catechin 5-glucuronide","''red wine''"
"catechin 5-glucuronide","''berry (whole, raw)''"
"catechin 5-glucuronide","''nut (whole or part)''"
"catechin 5-glucuronide","''apple (whole)''"
"catechin 5-glucuronide","''cacao food product''"
"catechin 5-glucuronide","''tea based beverage product''"
"epicatechin 3-glucuronide","''red wine''"
"epicatechin 3-glucuronide","''berry (whole, raw)''"
"epicatechin 3-glucuronide","''apple (whole)''"
"epicatechin 3-glucuronide","''nut (whole or part)''"
"epicatechin 3-glucuronide","''tea based beverage product''"
"epicatechin 3-glucuronide","''cacao food product''"
"epicatechin 4-glucuronide","''berry (whole, raw)''"
"epicatechin 4-glucuronide","''apple (whole)''"
"epicatechin 4-glucuronide","''nut (whole or part)''"
"epicatechin 4-glucuronide","''red wine''"
"epicatechin 4-glucuronide","''cacao food product''"
"epicatechin 4-glucuronide","''tea based beverage product''"
"epicatechin 5-glucuronide","''tea based beverage product''"
"epicatechin 5-glucuronide","''cacao food product''"
"epicatechin 5-glucuronide","''red wine''"
"epicatechin 5-glucuronide","''berry (whole, raw)''"
"epicatechin 5-glucuronide","''nut (whole or part)''"
"epicatechin 5-glucuronide","''apple (whole)''"
"epicatechin 7-glucuronide","''cacao food product''"
"epicatechin 7-glucuronide","''tea based beverage product''"
"epicatechin 7-glucuronide","''red wine''"
"epicatechin 7-glucuronide","''berry (whole, raw)''"
"epicatechin 7-glucuronide","''apple (whole)''"
"epicatechin 7-glucuronide","''nut (whole or part)''"
"catechin 3-sulfate","''tea based beverage product''"
"catechin 3-sulfate","''cacao food product''"
"catechin 3-sulfate","''berry (whole, raw)''"
"catechin 3-sulfate","''apple (whole)''"
"catechin 3-sulfate","''nut (whole or part)''"
"catechin 3-sulfate","''red wine''"
"catechin 4-sulfate","''cacao food product''"
"catechin 4-sulfate","''tea based beverage product''"
"catechin 4-sulfate","''apple (whole)''"
"catechin 4-sulfate","''berry (whole, raw)''"
"catechin 4-sulfate","''nut (whole or part)''"
"catechin 4-sulfate","''red wine''"
"catechin 5-sulfate","''tea based beverage product''"
"catechin 5-sulfate","''cacao food product''"
"catechin 5-sulfate","''berry (whole, raw)''"
"catechin 5-sulfate","''apple (whole)''"
"catechin 5-sulfate","''nut (whole or part)''"
"catechin 5-sulfate","''red wine''"
"epicatechin 3-sulfate","''berry (whole, raw)''"
"epicatechin 3-sulfate","''apple (whole)''"
"epicatechin 3-sulfate","''nut (whole or part)''"
"epicatechin 3-sulfate","''red wine''"
"epicatechin 3-sulfate","''cacao food product''"
"epicatechin 3-sulfate","''tea based beverage product''"
"epicatechin 3-sulfate","''red wine''"
"epicatechin 3-sulfate","''berry (whole, raw)''"
"epicatechin 3-sulfate","''apple (whole)''"
"epicatechin 3-sulfate","''nut (whole or part)''"
"epicatechin 3-sulfate","''cacao food product''"
"epicatechin 3-sulfate","''tea based beverage product''"
"epicatechin 4-sulfate","''red wine''"
"epicatechin 4-sulfate","''berry (whole, raw)''"
"epicatechin 4-sulfate","''nut (whole or part)''"
"epicatechin 4-sulfate","''apple (whole)''"
"epicatechin 4-sulfate","''cacao food product''"
"epicatechin 4-sulfate","''tea based beverage product''"
"epicatechin 5-sulfate","''berry (whole, raw)''"
"epicatechin 5-sulfate","''apple (whole)''"
"epicatechin 5-sulfate","''nut (whole or part)''"
"epicatechin 5-sulfate","''red wine''"
"epicatechin 5-sulfate","''tea based beverage product''"
"epicatechin 5-sulfate","''cacao food product''"
"epicatechin 7-sulfate","''berry (whole, raw)''"
"epicatechin 7-sulfate","''apple (whole)''"
"epicatechin 7-sulfate","''nut (whole or part)''"
"epicatechin 7-sulfate","''red wine''"
"epicatechin 7-sulfate","''tea based beverage product''"
"epicatechin 7-sulfate","''cacao food product''"
"3,4-dihydroxyphenylacetic acid 3-glucuronide","''plant fruit food product''"
"3,4-dihydroxyphenylacetic acid 3-glucuronide","''tea based beverage product''"
"3,4-dihydroxyphenylacetic acid 3-glucuronide","''cacao food product''"
"3,4-dihydroxyphenylacetic acid 3-glucuronide","''coffee based beverage product''"
"3,4-dihydroxyphenylacetic acid 3-glucuronide","''Whole grain cereal products''"
"3,4-dihydroxyphenylacetic acid 3-glucuronide","''olive oil''"
"3,4-dihydroxyphenylacetic acid 3-glucuronide","''vegetable food product''"
"3,4-dihydroxyphenylacetic acid 3-glucuronide","''red wine''"
"3,4-dihydroxyphenylacetic acid 3-glucuronide","''nut (whole or part)''"
"3,4-dihydroxyphenylacetic acid 3-glucuronide","''legume food product''"
"3,4-dihydroxyphenylacetic acid 4-glucuronide","''plant fruit food product''"
"3,4-dihydroxyphenylacetic acid 4-glucuronide","''coffee based beverage product''"
"3,4-dihydroxyphenylacetic acid 4-glucuronide","''cacao food product''"
"3,4-dihydroxyphenylacetic acid 4-glucuronide","''tea based beverage product''"
"3,4-dihydroxyphenylacetic acid 4-glucuronide","''Whole grain cereal products''"
"3,4-dihydroxyphenylacetic acid 4-glucuronide","''vegetable food product''"
"3,4-dihydroxyphenylacetic acid 4-glucuronide","''nut (whole or part)''"
"3,4-dihydroxyphenylacetic acid 4-glucuronide","''olive oil''"
"3,4-dihydroxyphenylacetic acid 4-glucuronide","''legume food product''"
"3,4-dihydroxyphenylacetic acid 4-glucuronide","''red wine''"
"3,4-dihydroxyphenylacetic acid 3-sulfate","''tea based beverage product''"
"3,4-dihydroxyphenylacetic acid 3-sulfate","''cacao food product''"
"3,4-dihydroxyphenylacetic acid 3-sulfate","''coffee based beverage product''"
"3,4-dihydroxyphenylacetic acid 3-sulfate","''Whole grain cereal products''"
"3,4-dihydroxyphenylacetic acid 3-sulfate","''vegetable food product''"
"3,4-dihydroxyphenylacetic acid 3-sulfate","''legume food product''"
"3,4-dihydroxyphenylacetic acid 3-sulfate","''olive oil''"
"3,4-dihydroxyphenylacetic acid 3-sulfate","''plant fruit food product''"
"3,4-dihydroxyphenylacetic acid 3-sulfate","''red wine''"
"3,4-dihydroxyphenylacetic acid 3-sulfate","''nut (whole or part)''"
"3,4-dihydroxyphenylacetic acid 4-sulfate","''coffee based beverage product''"
"3,4-dihydroxyphenylacetic acid 4-sulfate","''cacao food product''"
"3,4-dihydroxyphenylacetic acid 4-sulfate","''tea based beverage product''"
"3,4-dihydroxyphenylacetic acid 4-sulfate","''Whole grain cereal products''"
"3,4-dihydroxyphenylacetic acid 4-sulfate","''red wine''"
"3,4-dihydroxyphenylacetic acid 4-sulfate","''vegetable food product''"
"3,4-dihydroxyphenylacetic acid 4-sulfate","''legume food product''"
"3,4-dihydroxyphenylacetic acid 4-sulfate","''nut (whole or part)''"
"3,4-dihydroxyphenylacetic acid 4-sulfate","''olive oil''"
"3,4-dihydroxyphenylacetic acid 4-sulfate","''plant fruit food product''"
"5-(3,4-dihydroxyphenyl)-γ-valerolactone 4-sulfate","''tea based beverage product''"
"5-(3,4-dihydroxyphenyl)-γ-valerolactone 4-sulfate","''cacao food product''"
"5-(3,4-dihydroxyphenyl)-γ-valerolactone 4-sulfate","''nut (whole or part)''"
"5-(3,4-dihydroxyphenyl)-γ-valerolactone 4-sulfate","''berry (whole, raw)''"
"5-(3,4-dihydroxyphenyl)-γ-valerolactone 4-sulfate","''red wine''"
"5-(3,4-dihydroxyphenyl)-γ-valerolactone 4-sulfate","''apple (whole)''"
"5-(3,5-dihydroxyphenyl)-γ-valerolactone","''cacao food product''"
"5-(3,5-dihydroxyphenyl)-γ-valerolactone","''tea based beverage product''"
"5-(3,5-dihydroxyphenyl)-γ-valerolactone","''berry (whole, raw)''"
"5-(3,5-dihydroxyphenyl)-γ-valerolactone","''nut (whole or part)''"
"5-(3,5-dihydroxyphenyl)-γ-valerolactone","''apple (whole)''"
"5-(3,5-dihydroxyphenyl)-γ-valerolactone","''red wine''"
"5-(3-hydroxyphenyl)-γ-valerolactone","''berry (whole, raw)''"
"5-(3-hydroxyphenyl)-γ-valerolactone","''apple (whole)''"
"5-(3-hydroxyphenyl)-γ-valerolactone","''red wine''"
"5-(3-hydroxyphenyl)-γ-valerolactone","''nut (whole or part)''"
"5-(3-hydroxyphenyl)-γ-valerolactone","''tea based beverage product''"
"5-(3-hydroxyphenyl)-γ-valerolactone","''cacao food product''"
"2,3-dihydroxybenzoic acid 2-glucuronide","''olive oil''"
"2,3-dihydroxybenzoic acid 2-glucuronide","''red wine''"
"2,3-dihydroxybenzoic acid 2-glucuronide","''vegetable food product''"
"2,3-dihydroxybenzoic acid 2-glucuronide","''legume food product''"
"2,3-dihydroxybenzoic acid 2-glucuronide","''nut (whole or part)''"
"2,3-dihydroxybenzoic acid 2-glucuronide","''plant fruit food product''"
"2,3-dihydroxybenzoic acid 2-glucuronide","''Whole grain cereal products''"
"2,3-dihydroxybenzoic acid 2-glucuronide","''tea based beverage product''"
"2,3-dihydroxybenzoic acid 2-glucuronide","''cacao food product''"
"2,3-dihydroxybenzoic acid 2-glucuronide","''coffee based beverage product''"
"2,3-dihydroxybenzoic acid 3-glucuronide","''Whole grain cereal products''"
"2,3-dihydroxybenzoic acid 3-glucuronide","''vegetable food product''"
"2,3-dihydroxybenzoic acid 3-glucuronide","''olive oil''"
"2,3-dihydroxybenzoic acid 3-glucuronide","''red wine''"
"2,3-dihydroxybenzoic acid 3-glucuronide","''nut (whole or part)''"
"2,3-dihydroxybenzoic acid 3-glucuronide","''legume food product''"
"2,3-dihydroxybenzoic acid 3-glucuronide","''plant fruit food product''"
"2,3-dihydroxybenzoic acid 3-glucuronide","''tea based beverage product''"
"2,3-dihydroxybenzoic acid 3-glucuronide","''cacao food product''"
"2,3-dihydroxybenzoic acid 3-glucuronide","''coffee based beverage product''"
"2,4-dihydroxybenzoic acid 2-glucuronide","''Whole grain cereal products''"
"2,4-dihydroxybenzoic acid 2-glucuronide","''vegetable food product''"
"2,4-dihydroxybenzoic acid 2-glucuronide","''nut (whole or part)''"
"2,4-dihydroxybenzoic acid 2-glucuronide","''olive oil''"
"2,4-dihydroxybenzoic acid 2-glucuronide","''red wine''"
"2,4-dihydroxybenzoic acid 2-glucuronide","''legume food product''"
"2,4-dihydroxybenzoic acid 2-glucuronide","''plant fruit food product''"
"2,4-dihydroxybenzoic acid 2-glucuronide","''tea based beverage product''"
"2,4-dihydroxybenzoic acid 2-glucuronide","''cacao food product''"
"2,4-dihydroxybenzoic acid 2-glucuronide","''coffee based beverage product''"
"2,4-dihydroxybenzoic acid 4-glucuronide","''legume food product''"
"2,4-dihydroxybenzoic acid 4-glucuronide","''nut (whole or part)''"
"2,4-dihydroxybenzoic acid 4-glucuronide","''plant fruit food product''"
"2,4-dihydroxybenzoic acid 4-glucuronide","''Whole grain cereal products''"
"2,4-dihydroxybenzoic acid 4-glucuronide","''tea based beverage product''"
"2,4-dihydroxybenzoic acid 4-glucuronide","''cacao food product''"
"2,4-dihydroxybenzoic acid 4-glucuronide","''coffee based beverage product''"
"2,4-dihydroxybenzoic acid 4-glucuronide","''olive oil''"
"2,4-dihydroxybenzoic acid 4-glucuronide","''red wine''"
"2,4-dihydroxybenzoic acid 4-glucuronide","''vegetable food product''"
"2,6-dihydroxybenzoic acid 2-glucuronide","''plant fruit food product''"
"2,6-dihydroxybenzoic acid 2-glucuronide","''tea based beverage product''"
"2,6-dihydroxybenzoic acid 2-glucuronide","''cacao food product''"
"2,6-dihydroxybenzoic acid 2-glucuronide","''coffee based beverage product''"
"2,6-dihydroxybenzoic acid 2-glucuronide","''Whole grain cereal products''"
"2,6-dihydroxybenzoic acid 2-glucuronide","''olive oil''"
"2,6-dihydroxybenzoic acid 2-glucuronide","''vegetable food product''"
"2,6-dihydroxybenzoic acid 2-glucuronide","''red wine''"
"2,6-dihydroxybenzoic acid 2-glucuronide","''nut (whole or part)''"
"2,6-dihydroxybenzoic acid 2-glucuronide","''legume food product''"
"2,6-dihydroxybenzoic acid 6-glucuronide","''plant fruit food product''"
"2,6-dihydroxybenzoic acid 6-glucuronide","''tea based beverage product''"
"2,6-dihydroxybenzoic acid 6-glucuronide","''cacao food product''"
"2,6-dihydroxybenzoic acid 6-glucuronide","''coffee based beverage product''"
"2,6-dihydroxybenzoic acid 6-glucuronide","''Whole grain cereal products''"
"2,6-dihydroxybenzoic acid 6-glucuronide","''vegetable food product''"
"2,6-dihydroxybenzoic acid 6-glucuronide","''olive oil''"
"2,6-dihydroxybenzoic acid 6-glucuronide","''legume food product''"
"2,6-dihydroxybenzoic acid 6-glucuronide","''red wine''"
"2,6-dihydroxybenzoic acid 6-glucuronide","''nut (whole or part)''"
"2,3-dihydroxybenzoic acid 3-sulfate","''cacao food product''"
"2,3-dihydroxybenzoic acid 3-sulfate","''tea based beverage product''"
"2,3-dihydroxybenzoic acid 3-sulfate","''coffee based beverage product''"
"2,3-dihydroxybenzoic acid 3-sulfate","''Whole grain cereal products''"
"2,3-dihydroxybenzoic acid 3-sulfate","''vegetable food product''"
"2,3-dihydroxybenzoic acid 3-sulfate","''nut (whole or part)''"
"2,3-dihydroxybenzoic acid 3-sulfate","''legume food product''"
"2,3-dihydroxybenzoic acid 3-sulfate","''plant fruit food product''"
"2,3-dihydroxybenzoic acid 3-sulfate","''olive oil''"
"2,3-dihydroxybenzoic acid 3-sulfate","''red wine''"
"2,4-dihydroxybenzoic acid 4-sulfate","''cacao food product''"
"2,4-dihydroxybenzoic acid 4-sulfate","''tea based beverage product''"
"2,4-dihydroxybenzoic acid 4-sulfate","''coffee based beverage product''"
"2,4-dihydroxybenzoic acid 4-sulfate","''Whole grain cereal products''"
"2,4-dihydroxybenzoic acid 4-sulfate","''red wine''"
"2,4-dihydroxybenzoic acid 4-sulfate","''vegetable food product''"
"2,4-dihydroxybenzoic acid 4-sulfate","''legume food product''"
"2,4-dihydroxybenzoic acid 4-sulfate","''nut (whole or part)''"
"2,4-dihydroxybenzoic acid 4-sulfate","''olive oil''"
"2,4-dihydroxybenzoic acid 4-sulfate","''plant fruit food product''"
"2,5-dihydroxybenzoic acid 5-sulfate","''olive oil''"
"2,5-dihydroxybenzoic acid 5-sulfate","''tea based beverage product''"
"2,5-dihydroxybenzoic acid 5-sulfate","''cacao food product''"
"2,5-dihydroxybenzoic acid 5-sulfate","''coffee based beverage product''"
"2,5-dihydroxybenzoic acid 5-sulfate","''vegetable food product''"
"2,5-dihydroxybenzoic acid 5-sulfate","''red wine''"
"2,5-dihydroxybenzoic acid 5-sulfate","''nut (whole or part)''"
"2,5-dihydroxybenzoic acid 5-sulfate","''legume food product''"
"2,5-dihydroxybenzoic acid 5-sulfate","''plant fruit food product''"
"2,5-dihydroxybenzoic acid 5-sulfate","''Whole grain cereal products''"
"hesperetin 5-glucuronide","''tomato (whole, raw)''"
"hesperetin 5-glucuronide","''citrus fruit food product''"
"hesperetin 3-sulfate","''citrus fruit food product''"
"hesperetin 3-sulfate","''tomato (whole, raw)''"
"hesperetin 5-sulfate","''citrus fruit food product''"
"hesperetin 5-sulfate","''tomato (whole, raw)''"
"3-(3-hydroxyphenyl)propionic acid glucuronide","''Whole grain cereal products''"
"3-(3-hydroxyphenyl)propionic acid glucuronide","''vegetable food product''"
"3-(3-hydroxyphenyl)propionic acid glucuronide","''olive oil''"
"3-(3-hydroxyphenyl)propionic acid glucuronide","''red wine''"
"3-(3-hydroxyphenyl)propionic acid glucuronide","''nut (whole or part)''"
"3-(3-hydroxyphenyl)propionic acid glucuronide","''legume food product''"
"3-(3-hydroxyphenyl)propionic acid glucuronide","''plant fruit food product''"
"3-(3-hydroxyphenyl)propionic acid glucuronide","''tea based beverage product''"
"3-(3-hydroxyphenyl)propionic acid glucuronide","''cacao food product''"
"3-(3-hydroxyphenyl)propionic acid glucuronide","''coffee based beverage product''"
"3-(4-hydroxyphenyl)propionic acid glucuronide","''nut (whole or part)''"
"3-(4-hydroxyphenyl)propionic acid glucuronide","''vegetable food product''"
"3-(4-hydroxyphenyl)propionic acid glucuronide","''red wine''"
"3-(4-hydroxyphenyl)propionic acid glucuronide","''plant fruit food product''"
"3-(4-hydroxyphenyl)propionic acid glucuronide","''Whole grain cereal products''"
"3-(4-hydroxyphenyl)propionic acid glucuronide","''tea based beverage product''"
"3-(4-hydroxyphenyl)propionic acid glucuronide","''coffee based beverage product''"
"3-(4-hydroxyphenyl)propionic acid glucuronide","''cacao food product''"
"3-(4-hydroxyphenyl)propionic acid glucuronide","''olive oil''"
"3-(4-hydroxyphenyl)propionic acid glucuronide","''legume food product''"
"3-(4-hydroxyphenyl)propionic acid sulfate","''legume food product''"
"3-(4-hydroxyphenyl)propionic acid sulfate","''plant fruit food product''"
"3-(4-hydroxyphenyl)propionic acid sulfate","''vegetable food product''"
"3-(4-hydroxyphenyl)propionic acid sulfate","''tea based beverage product''"
"3-(4-hydroxyphenyl)propionic acid sulfate","''coffee based beverage product''"
"3-(4-hydroxyphenyl)propionic acid sulfate","''cacao food product''"
"3-(4-hydroxyphenyl)propionic acid sulfate","''Whole grain cereal products''"
"3-(4-hydroxyphenyl)propionic acid sulfate","''red wine''"
"3-(4-hydroxyphenyl)propionic acid sulfate","''olive oil''"
"3-(4-hydroxyphenyl)propionic acid sulfate","''nut (whole or part)''"
"3-methylepicatechin 4-sulfate","''tea based beverage product''"
"3-methylepicatechin 4-sulfate","''berry (whole, raw)''"
"3-methylepicatechin 4-sulfate","''cacao food product''"
"3-methylepicatechin 4-sulfate","''apple (whole)''"
"3-methylepicatechin 4-sulfate","''nut (whole or part)''"
"3-methylepicatechin 4-sulfate","''red wine''"
"3-methylepicatechin 5-sulfate","''tea based beverage product''"
"3-methylepicatechin 5-sulfate","''berry (whole, raw)''"
"3-methylepicatechin 5-sulfate","''apple (whole)''"
"3-methylepicatechin 5-sulfate","''nut (whole or part)''"
"3-methylepicatechin 5-sulfate","''cacao food product''"
"3-methylepicatechin 5-sulfate","''red wine''"
"3-methylepicatechin 7-sulfate","''tea based beverage product''"
"3-methylepicatechin 7-sulfate","''red wine''"
"3-methylepicatechin 7-sulfate","''berry (whole, raw)''"
"3-methylepicatechin 7-sulfate","''apple (whole)''"
"3-methylepicatechin 7-sulfate","''cacao food product''"
"3-methylepicatechin 7-sulfate","''nut (whole or part)''"
"4-methylepicatechin 3-sulfate","''tea based beverage product''"
"4-methylepicatechin 3-sulfate","''berry (whole, raw)''"
"4-methylepicatechin 3-sulfate","''red wine''"
"4-methylepicatechin 3-sulfate","''apple (whole)''"
"4-methylepicatechin 3-sulfate","''nut (whole or part)''"
"4-methylepicatechin 3-sulfate","''cacao food product''"
"4-methylepicatechin 5-sulfate","''tea based beverage product''"
"4-methylepicatechin 5-sulfate","''berry (whole, raw)''"
"4-methylepicatechin 5-sulfate","''apple (whole)''"
"4-methylepicatechin 5-sulfate","''red wine''"
"4-methylepicatechin 5-sulfate","''nut (whole or part)''"
"4-methylepicatechin 5-sulfate","''cacao food product''"
"4-methylepicatechin 7-sulfate","''cacao food product''"
"4-methylepicatechin 7-sulfate","''berry (whole, raw)''"
"4-methylepicatechin 7-sulfate","''nut (whole or part)''"
"4-methylepicatechin 7-sulfate","''apple (whole)''"
"4-methylepicatechin 7-sulfate","''red wine''"
"4-methylepicatechin 7-sulfate","''tea based beverage product''"
"3-methylgallic acid 4-glucuronide","''cacao food product''"
"3-methylgallic acid 4-glucuronide","''olive oil''"
"3-methylgallic acid 4-glucuronide","''red wine''"
"3-methylgallic acid 4-glucuronide","''legume food product''"
"3-methylgallic acid 4-glucuronide","''nut (whole or part)''"
"3-methylgallic acid 4-glucuronide","''vegetable food product''"
"3-methylgallic acid 4-glucuronide","''plant fruit food product''"
"3-methylgallic acid 4-glucuronide","''Whole grain cereal products''"
"3-methylgallic acid 4-glucuronide","''tea based beverage product''"
"3-methylgallic acid 4-glucuronide","''coffee based beverage product''"
"3-methylgallic acid 5-glucuronide","''vegetable food product''"
"3-methylgallic acid 5-glucuronide","''Whole grain cereal products''"
"3-methylgallic acid 5-glucuronide","''nut (whole or part)''"
"3-methylgallic acid 5-glucuronide","''red wine''"
"3-methylgallic acid 5-glucuronide","''plant fruit food product''"
"3-methylgallic acid 5-glucuronide","''coffee based beverage product''"
"3-methylgallic acid 5-glucuronide","''tea based beverage product''"
"3-methylgallic acid 5-glucuronide","''cacao food product''"
"3-methylgallic acid 5-glucuronide","''olive oil''"
"3-methylgallic acid 5-glucuronide","''legume food product''"
"4-methylgallic acid 3-glucuronide","''vegetable food product''"
"4-methylgallic acid 3-glucuronide","''nut (whole or part)''"
"4-methylgallic acid 3-glucuronide","''Whole grain cereal products''"
"4-methylgallic acid 3-glucuronide","''red wine''"
"4-methylgallic acid 3-glucuronide","''plant fruit food product''"
"4-methylgallic acid 3-glucuronide","''coffee based beverage product''"
