Entity;Type;Superclass(es);ChemSpider;HMDB;KEGG;PubChemCID;InChIKey;InChICode;FOBI;rdfs:label;
'alanine betaine';Class;'Alanine and derivatives';;;;"'78265175'";"'CJKONRHMUGBAQI-YFKPBYRVSA-N'";"'InChI=1S/C6H13NO2/c1-5(6(8)9)7(2,3)4/h5H,1-4H3/t5-/m0/s1'";"'FOBI:08818'";"'alanine betaine'";
'valine betaine';Class;'Alpha amino acids';;;;;"'REWYJJRDEOKNBQ-ZETCQYMHSA-O'";"'InChI=1S/C8H17NO2/c1-6(2)7(8(10)11)9(3,4)5/h6-7H,1-5H3/p+1/t7-/m0/s1'";"'FOBI:08819'";"'valine betaine'";
'phenylalanine betaine';Class;'Phenylalanine and derivatives';;;;"'25837691'";"'XTFQIRIHLGODFV-NSHDSACASA-N'";"'InChI=1S/C12H17NO2/c1-13(2,3)11(12(14)15)9-10-7-5-4-6-8-10/h4-8,11H,9H2,1-3H3/t11-/m0/s1'";"'FOBI:08820'";"'phenylalanine betaine'";
'pipecolic acid betaine';Class;'Alpha amino acids';"'390180'";;;"'441447'";"'XULZWQRXYTVUTE-ZETCQYMHSA-N'";"'InChI=1S/C8H15NO2/c1-9(2)6-4-3-5-7(9)8(10)11/h7H,3-6H2,1-2H3/t7-/m0/s1'";"'FOBI:08821'";"'pipecolic acid betaine'";
'phytic acid';Class;'Inositol phosphates';"'866'";"'HMDB03502'";;"'890'";"'IMQLKJBTEOYOSI-UHFFFAOYSA-N'";"'InChI=1S/C6H18O24P6/c7-31(8,9)25-1-2(26-32(10,11)12)4(28-34(16,17)18)6(30-36(22,23)24)5(29-35(19,20)21)3(1)27-33(13,14)15/h1-6H,(H2,7,8,9)(H2,10,11,12)(H2,13,14,15)(H2,16,17,18)(H2,19,20,21)(H2,22,23,24)'";"'FOBI:08822'";"'phytic acid'";
'meat food product';Class;Foods;;;;;;;"'FOBI:0172'";;
'cheese food product';Class;'milk product (fermented)';;;;;;;"'FOBI:0010'";;
'yogurt food product';Class;'milk product (fermented)';;;;;;;"'FOBI:0012'";;
'beef food product';Class;cattle;;;;;;;"'FOBI:0197'";;
'seafood product';Class;'meat food product';;;;;;;"'FOBI:0215'";;
'plant fruit food product';Class;'Fruits and vegetables';;;;;;;"'FOBI:0049'";;
'apple juice';Class;'apple (whole)';;;;;;;"'FOBI:07542'";;
'bacon food product';Class;swine;;;;;;;"'FOBI:0207'";;
'poultry meat food product';Class;'Lean meat';;;;;;;"'FOBI:0186'";;
'tea based beverage product';Class;Infusions;;;;;;;"'FOBI:0028'";;
'coffee based beverage product';Class;'beverage food product';;;;;;;"'FOBI:0027'";;
'solanaceous root food product';Class;'vegetable food product';;;;;;;"'FOBI:0130'";;
'citrus fruit food product';Class;'plant fruit food product';;;;;;;"'FOBI:0060'";;
'pomaceous fruit food product';Class;'plant fruit food product';;;;;;;"'FOBI:0075'";;
'cruciferous food product';Class;'vegetable food product';;;;;;;"'FOBI:0086'";;
'bread food product';Class;'grain product';;;;;;;"'FOBI:0270'";;
'rye food product';Class;'Whole grain cereal products';;;;;;;"'FOBI:008142'";;
'pulse food product';Class;'legume food product';;;;;;;"'FOBI:0137'";;
'cacao food product';Class;Foods;;;;;;;"'FOBI:0002'";;
'spice or herb';Class;Foods;;;;;;;"'FOBI:0121'";;
'dairy food product';Class;Foods;;;;;;;"'FOBI:0005'";;
'milk or milk based food product';Class;'dairy food product';;;;;;;"'FOBI:0020'";;
'vegetable food product';Class;'Fruits and vegetables';;;;;;;"'FOBI:0050'";;
'legume food product';Class;'Nuts and legumes';;;;;;;"'FOBI:0136'";;
'egg food product';Class;Foods;;;;;;;"'FOBI:0033'";;
'hen egg food product';Class;'egg food product';;;;;;;"'FOBI:0034'";;
'cake food product';Class;'bakery product';;;;;;;"'FOBI:07553'";;
mushroom;Class;'mushroom food product';;;;;;;"'FOBI:0133'";;
'lasagne food product';Class;'Non vegetarian dishes';;;;;;;"'FOBI:007949'";;
'black pepper food product';Class;spice;;;;;;;"'FOBI:0275'";;
'cereal food product';Class;'grain plant';;;;;;;"'FOBI:0140'";;
'corn (vegetable) food product';Class;'Dark yellow vegetables';;;;;;;"'FOBI:0273'";;
'field corn food product';Class;'Whole grain cereal products';;;;;;;"'FOBI:0279'";;
'gourd vegetable food product';Class;'plant fruit food product';;;;;;;"'FOBI:0071'";;
'hot pepper vegetable food product';Class;'Dark yellow vegetables';;;;;;;"'FOBI:0097'";;
'lettuce vegetable food product';Class;'leafy vegetable';;;;;;;"'FOBI:0111'";;
'plant based alcoholic beverage';Class;'beverage food product';;;;;;;"'FOBI:0015'";;
'prune food product';Class;'stone fruit food product';;;;;;;"'FOBI:0066'";;
'salmon food product';Class;bluefish;;;;;;;"'FOBI:0177'";;
'sandwich food product';Class;'multi-component food';;;;;;;"'FOBI:040228'";;
'soup food product';Class;'multi-component food';;;;;;;"'FOBI:040227'";;
'stone fruit food product';Class;'plant fruit food product';;;;;;;"'FOBI:0065'";;
'sweet potato vegetable food product';Class;'solanaceous root food product';;;;;;;"'FOBI:07531'";;
'water food product';Class;'beverage food product';;;;;;;"'FOBI:07513'";;
'roquefort cheese';Class;'cheese food product';;;;;;;"'FOBI:07573'";;
'mushroom food product';Class;'vegetable food product';;;;;;;"'FOBI:0132'";;
endive;Class;'leafy vegetable';;;;;;;"'FOBI:0110'";;
'biscuit (hard) food product';Class;'bakery product';;;;;;;"'FOBI:07587'";;
'apple (whole)';Class;'pomaceous fruit food product';;;;;;;"'FOBI:0076'";;
'apple pie';Class;'bakery product';;;;;;;"'FOBI:08719'";;
'multi-component food';Class;Foods;;;;;;;"'FOBI:07508'";;
'ham food product';Class;swine;;;;;;;"'FOBI:0208'";;
'shish kebab';Class;'Non vegetarian dishes';;;;;;;"'FOBI:007948'";;
'chocolate brownie';Class;'bakery product';;;;;;;"'FOBI:07568'";;
'lipid food product';Class;Foods;;;;;;;"'FOBI:0036'";;
cracker;Class;'bakery product';;;;;;;"'FOBI:07589'";;
'ginger root';Class;spice;;;;;;;"'FOBI:0150'";;
'beef hamburger (dish)';Class;cattle;;;;;;;"'FOBI:0198'";;
'bean (whole)';Class;'pulse food product';;;;;;;"'FOBI:0158'";;
'black turtle bean (whole)';Class;'bean (whole)';;;;;;;"'FOBI:07565'";;
hazelnut;Class;'nut (whole or part)';;;;;;;"'FOBI:040226'";;
'yellow bell pepper (whole, raw)';Class;'Dark yellow vegetables';;;;;;;"'FOBI:0274'";;
'bell pepper';Class;'Dark yellow vegetables';;;;;;;"'FOBI:0095'";;
'shallot (whole, raw)';Class;'Onion family vegetables';;;;;;;"'FOBI:0134'";;
'cumin seed (whole, dried)';Class;spice;;;;;;;"'FOBI:07567'";;
herb;Class;'spice or herb';;;;;;;"'FOBI:0122'";;
hummus;Class;'Vegetarian dishes';;;;;;;"'FOBI:007947'";;
'pomegranate (whole, raw)';Class;'berry (whole, raw)';;;;;;;"'FOBI:0085'";;
veal;Class;cattle;;;;;;;"'FOBI:0201'";;
'barley grain (whole, raw)';Class;'Whole grain cereal products';;;;;;;"'FOBI:008143'";;
stew;Class;'Non vegetarian dishes';;;;;;;"'FOBI:007970'";;
'almond milk';Class;'almond (whole, raw)';;;;;;;"'FOBI:07521'";;
absinthe;Class;'beverage (alcoholic, distilled)';;;;;;;"'FOBI:07580'";;
museli;Class;'Other prepared foods';;;;;;;"'FOBI:07536'";;
'tarte tropézienne';Class;'bakery product';;;;;;;"'FOBI:007977'";;
'bolognese sauce';Class;'hot sauce';;;;;;;"'FOBI:007935'";;
'beef bourguignon';Class;'Non vegetarian dishes';;;;;;;"'FOBI:007937'";;
'meat brochette';Class;'Non vegetarian dishes';;;;;;;"'FOBI:007938'";;
'carbonara sauce';Class;'hot sauce';;;;;;;"'FOBI:007940'";;
risotto;Class;'Vegetarian dishes';;;;;;;"'FOBI:007963'";;
ratatouille;Class;'Vegetarian dishes';;;;;;;"'FOBI:007962'";;
tartiflette;Class;'Non vegetarian dishes';;;;;;;"'FOBI:007976'";;
tajine;Class;'Non vegetarian dishes';;;;;;;"'FOBI:007975'";;
tabbouleh;Class;'Non vegetarian dishes';;;;;;;"'FOBI:007972'";;
sushi;Class;'Non vegetarian dishes';;;;;;;"'FOBI:007971'";;
soufflé;Class;'bakery product';;;;;;;"'FOBI:007968'";;
quenelle;Class;'Non vegetarian dishes';;;;;;;"'FOBI:007958'";;
prosciutto;Class;swine;;;;;;;"'FOBI:0211'";;
'parmesan cheese';Class;'cheese food product';;;;;;;"'FOBI:07574'";;
panini;Class;'Non vegetarian dishes';;;;;;;"'FOBI:007954'";;
pancetta;Class;swine;;;;;;;"'FOBI:0209'";;
paella;Class;'Non vegetarian dishes';;;;;;;"'FOBI:007953'";;
ox;Class;'Red meat';;;;;;;"'FOBI:0271'";;
omelette;Class;'Vegetarian dishes';;;;;;;"'FOBI:007985'";;
moussaka;Class;'Vegetarian dishes';;;;;;;"'FOBI:007952'";;
'mille-feuille pastry';Class;'bakery product';;;;;;;"'FOBI:007951'";;
mascarpone;Class;'cream cheese';;;;;;;"'FOBI:08721'";;
'india pale ale';Class;beer;;;;;;;"'FOBI:07519'";;
'strained yogurt';Class;'yogurt food product';;;;;;;"'FOBI:07537'";;
'Béchamel sauce';Class;'hot sauce';;;;;;;"'FOBI:007934'";;
'chicken curry';Class;'Non vegetarian dishes';;;;;;;"'FOBI:07539'";;
'hachis parmentier';Class;'Non vegetarian dishes';;;;;;;"'FOBI:007933'";;
'fondue savoyarde';Class;'Vegetarian dishes';;;;;;;"'FOBI:007932'";;
'Burgundy fondue';Class;'Non vegetarian dishes';;;;;;;"'FOBI:007931'";;
fat;Class;'lipid food product';;;;;;;"'FOBI:0037'";;
'fig (whole)';Class;'plant fruit food product';;;;;;;"'FOBI:0074'";;
'flavouring additive';Class;Foods;;;;;;;"'FOBI:07560'";;
croziflette;Class;'Non vegetarian dishes';;;;;;;"'FOBI:007941'";;
'Croque monsieur';Class;'Non vegetarian dishes';;;;;;;"'FOBI:007930'";;
'pork ribs';Class;swine;;;;;;;"'FOBI:0212'";;
fajita;Class;'Non vegetarian dishes';;;;;;;"'FOBI:007942'";;
'cordon bleu (dish)';Class;'Non vegetarian dishes';;;;;;;"'FOBI:007929'";;
'black coffee';Class;'coffee based beverage product';;;;;;;"'FOBI:07544'";"'black coffee'";
tiramisu;Class;'bakery product';;;;;;;"'FOBI:08720'";"'tiramisu'";
'red velvet';Class;'bakery product';;;;;;;"'FOBI:07590'";"'red velvet'";
'red tea';Class;'tea based beverage product';;;;;;;"'FOBI:0031'";"'red tea'";
raclette;Class;'Vegetarian dishes';;;;;;;"'FOBI:007961'";"'raclette'";
soup;Class;'soup food product';;;;;;;"'FOBI:007969'";"'soup'";
'White fish';Class;fish;;;;;;;"'FOBI:0181'";"'White fish'";
'spaghetti macaroni';Class;pasta;;;;;;;"'FOBI:0277'";;
'coffee (liquid drink)';Class;'coffee based beverage product';;;;;;;"'FOBI:040230'";;
'watermelon (whole, raw)';Class;'gourd vegetable food product';;;;;;;"'FOBI:0073'";;
'white bread';Class;'bread food product';;;;;;;"'FOBI:07523'";;
cocoa;Class;'cacao food product';;;;;;;"'FOBI:07552'";;
'orange juice';Class;'orange (whole, raw)';;;;;;;"'FOBI:07532'";;
paprika;Class;spice;;;;;;;"'FOBI:07566'";;
'nectarine (whole, raw)';Class;'stone fruit food product';;;;;;;"'FOBI:07530'";;
flour;Class;'grain product';;;;;;;"'FOBI:0269'";;
'grape (whole, raw)';Class;'plant fruit food product';;;;;;;"'FOBI:008103'";;
'brown rice food product';Class;'Whole grain cereal products';;;;;;;"'FOBI:07545'";;
cinnamon;Class;spice;;;;;;;"'FOBI:07548'";;
'tomato sauce';Class;'tomato (whole, raw)';;;;;;;"'FOBI:07562'";;
'blackberry (whole, raw)';Class;'berry (whole, raw)';;;;;;;"'FOBI:0052'";;
'cherry (whole, raw)';Class;'stone fruit food product';;;;;;;"'FOBI:0068'";;
'raisin (whole)';Class;'fruit (dried)';;;;;;;"'FOBI:0059'";;
'peanut (whole, raw)';Class;'nut (whole or part)';;;;;;;"'FOBI:07534'";;
'pea (whole)';Class;'pulse food product';;;;;;;"'FOBI:0160'";;
'cabbage (whole, raw)';Class;'cruciferous food product';;;;;;;"'FOBI:0088'";;
'almond (whole, raw)';Class;'nut (whole or part)';;;;;;;"'FOBI:07520'";;
sauerkraut;Class;'Vegetarian dishes';;;;;;;"'FOBI:0281'";;
'soybean (whole)';Class;'legume food product';;;;;;;"'FOBI:00898'";;
mayonnaise;Class;'Cold sauces';;;;;;;"'FOBI:07558'";;
'lemon (whole, raw)';Class;'citrus fruit food product';;;;;;;"'FOBI:0063'";;
'potato (whole, raw)';Class;'solanaceous root food product';;;;;;;"'FOBI:0115'";;
'tomato catsup';Class;'Cold sauces';;;;;;;"'FOBI:07559'";;
'corn oil';Class;'vegetable oil';;;;;;;"'FOBI:0042'";;
'oregano (ground)';Class;herb;;;;;;;"'FOBI:07571'";;
'lowfat cow milk';Class;'cow milk (fluid)';;;;;;;"'FOBI:0009'";;
'yogurt (plain)';Class;'yogurt food product';;;;;;;"'FOBI:07538'";;
'cucumber (whole, raw)';Class;'Fruity vegetables';;;;;;;"'FOBI:0103'";;
'carrot root (whole, raw)';Class;'Dark yellow vegetables';;;;;;;"'FOBI:0094'";;
'squash (whole, raw)';Class;'Dark yellow vegetables';;;;;;;"'FOBI:07533'";;
'plum (whole, raw)';Class;'stone fruit food product';;;;;;;"'FOBI:0070'";;
cookie;Class;'bakery product';;;;;;;"'FOBI:07588'";;
'melon (raw)';Class;'gourd vegetable food product';;;;;;;"'FOBI:0072'";;
beer;Class;'Fermented alcohols';;;;;;;"'FOBI:0022'";;
brandy;Class;'beverage (alcoholic, distilled)';;;;;;;"'FOBI:07579'";;
fruitcake;Class;'bakery product';;;;;;;"'FOBI:07555'";;
'rice grain food product';Class;'grain product';;;;;;;"'FOBI:0144'";;
pudding;Class;'bakery product';;;;;;;"'FOBI:007957'";;
margarine;Class;'vegetable fat food product';;;;;;;"'FOBI:0039'";;
'pumpkin (whole, raw)';Class;'Dark yellow vegetables';;;;;;;"'FOBI:0096'";;
'apricot (whole, raw)';Class;'stone fruit food product';;;;;;;"'FOBI:0067'";;
'grapefruit (whole, raw)';Class;'citrus fruit food product';;;;;;;"'FOBI:0061'";;
'onion (whole, raw)';Class;'Onion family vegetables';;;;;;;"'FOBI:0127'";;
vinegar;Class;'flavouring additive';;;;;;;"'FOBI:07569'";;
'broccoli floret (whole, raw)';Class;'cruciferous food product';;;;;;;"'FOBI:0087'";;
'spinach (whole, raw)';Class;'leafy vegetable';;;;;;;"'FOBI:0113'";;
'peach (whole, raw)';Class;'stone fruit food product';;;;;;;"'FOBI:0069'";;
'strawberry (whole, raw)';Class;'berry (whole, raw)';;;;;;;"'FOBI:0057'";;
'pear (whole, raw)';Class;'pomaceous fruit food product';;;;;;;"'FOBI:0077'";;
'celery stalk (raw)';Class;'leafy vegetable';;;;;;;"'FOBI:0108'";;
cheesecake;Class;'bakery product';;;;;;;"'FOBI:07583'";;
'artichoke (whole, raw)';Class;'stem or spear vegetable';;;;;;;"'FOBI:0131'";;
'mango (whole, raw)';Class;'tropical fruit (whole, raw)';;;;;;;"'FOBI:0082'";;
'olive oil';Class;'vegetable oil';;;;;;;"'FOBI:0046'";;
'papaya (whole, raw)';Class;'tropical fruit (whole, raw)';;;;;;;"'FOBI:0083'";;
'pineapple (whole, raw)';Class;'tropical fruit (whole, raw)';;;;;;;"'FOBI:0084'";;
'potato chip';Class;'potato (whole, raw)';;;;;;;"'FOBI:0116'";;
'cream cheese';Class;'cheese food product';;;;;;;"'FOBI:07591'";;
sandwich;Class;'sandwich food product';;;;;;;"'FOBI:007965'";;
'beverage food product';Class;Foods;;;;;;;"'FOBI:0011'";;
'blueberry (whole, raw)';Class;'berry (whole, raw)';;;;;;;"'FOBI:0054'";;
ale;Class;beer;;;;;;;"'FOBI:07517'";;
'cow milk (fluid)';Class;'Unfermented milk products';;;;;;;"'FOBI:0007'";;
'garlic bread';Class;'Other prepared foods';;;;;;;"'FOBI:07540'";;
'cheddar cheese';Class;'cheese food product';;;;;;;"'FOBI:07549'";;
'chicory (whole, raw)';Class;'leafy vegetable';;;;;;;"'FOBI:0109'";;
'cauliflower (whole, raw)';Class;'cruciferous food product';;;;;;;"'FOBI:0089'";;
whiskey;Class;'beverage (alcoholic, distilled)';;;;;;;"'FOBI:07577'";;
'soybean oil';Class;'vegetable oil';;;;;;;"'FOBI:0044'";;
'ricotta cheese';Class;'cheese food product';;;;;;;"'FOBI:07586'";;
'coconut (whole, raw)';Class;'tropical fruit (whole, raw)';;;;;;;"'FOBI:0080'";;
couscous;Class;'grain product';;;;;;;"'FOBI:07546'";;
'wine (food product)';Class;'Fermented alcohols';;;;;;;"'FOBI:0023'";;
spice;Class;'spice or herb';;;;;;;"'FOBI:0123'";;
'hot sauce';Class;sauce;;;;;;;"'FOBI:040224'";;
'ravioli pasta';Class;pasta;;;;;;;"'FOBI:0278'";;
'green tea leaf (dry)';Class;'tea based beverage product';;;;;;;"'FOBI:0030'";;
'black tea leaf (dry)';Class;'tea based beverage product';;;;;;;"'FOBI:0029'";;
'radish (whole, raw)';Class;'cruciferous food product';;;;;;;"'FOBI:0090'";;
'coleslaw (food product)';Class;'Vegetarian dishes';;;;;;;"'FOBI:07526'";;
'kale leaf (raw)';Class;'cruciferous food product';;;;;;;"'FOBI:07564'";;
'garlic (whole, raw)';Class;herb;;;;;;;"'FOBI:0124'";;
'avocado (whole, raw)';Class;'Fat vegetables';;;;;;;"'FOBI:0100'";;
'tropical fruit (whole, raw)';Class;'plant fruit food product';;;;;;;"'FOBI:0078'";;
'vegetable oil';Class;oil;;;;;;;"'FOBI:0041'";;
'guava (whole, raw)';Class;'tropical fruit (whole, raw)';;;;;;;"'FOBI:0081'";;
'chocolate cake';Class;'bakery product';;;;;;;"'FOBI:07554'";;
vodka;Class;'beverage (alcoholic, distilled)';;;;;;;"'FOBI:07578'";;
'fruit (dried)';Class;'plant fruit food product';;;;;;;"'FOBI:0058'";;
toast;Class;'grain product';;;;;;;"'FOBI:07509'";;
pasta;Class;'grain product';;;;;;;"'FOBI:0143'";;
'cow whole milk (pasteurized)';Class;'cow milk (fluid)';;;;;;;"'FOBI:07543'";;
'nut (whole or part)';Class;'Nuts and legumes';;;;;;;"'FOBI:0151'";;
'chickpea (whole)';Class;'pea (whole)';;;;;;;"'FOBI:0161'";;
'peanut butter';Class;'peanut (whole, raw)';;;;;;;"'FOBI:07535'";;
'berry (whole, raw)';Class;'plant fruit food product';;;;;;;"'FOBI:0051'";;
noodle;Class;pasta;;;;;;;"'FOBI:0276'";;
'raspberry (whole, raw)';Class;'berry (whole, raw)';;;;;;;"'FOBI:0056'";;
quiche;Class;'Non vegetarian dishes';;;;;;;"'FOBI:007959'";;
chocolate;Class;'cacao food product';;;;;;;"'FOBI:0003'";;
'mineral water (carbonated)';Class;'water food product';;;;;;;"'FOBI:07515'";;
'cow milk (semi-skimmed)';Class;'cow milk (fluid)';;;;;;;"'FOBI:0008'";;
'turnip (whole, raw)';Class;'Dark yellow vegetables';;;;;;;"'FOBI:0098'";;
taco;Class;'Non vegetarian dishes';;;;;;;"'FOBI:007973'";;
'egg salad sandwich';Class;'sandwich food product';;;;;;;"'FOBI:007967'";;
broth;Class;'soup food product';;;;;;;"'FOBI:007939'";;
gin;Class;'beverage (alcoholic, distilled)';;;;;;;"'FOBI:07582'";;
'eggplant (whole, raw)';Class;'Fruity vegetables';;;;;;;"'FOBI:0104'";;
'orange (whole, raw)';Class;'citrus fruit food product';;;;;;;"'FOBI:0064'";;
'whole oats (raw)';Class;'Whole grain cereal products';;;;;;;"'FOBI:0146'";;
'rhubarb stalk (whole, raw)';Class;'leafy vegetable';;;;;;;"'FOBI:0112'";;
'tomato (whole, raw)';Class;'Fruity vegetables';;;;;;;"'FOBI:0105'";;
'table salt';Class;'flavouring additive';;;;;;;"'FOBI:07561'";;
'rice cake (food product)';Class;'rice grain food product';;;;;;;"'FOBI:07547'";;
'quinoa seed (dried)';Class;'Whole grain cereal products';;;;;;;"'FOBI:0147'";;
'palm oil';Class;'vegetable oil';;;;;;;"'FOBI:0043'";;
'red wine';Class;'wine (food product)';;;;;;;"'FOBI:07541'";;
'white wine';Class;'wine (food product)';;;;;;;"'FOBI:07575'";;
kefir;Class;'milk product (fermented)';;;;;;;"'FOBI:07570'";;
butter;Class;'Unfermented milk products';;;;;;;"'FOBI:0013'";;
'sunflower seed oil';Class;'vegetable oil';;;;;;;"'FOBI:0045'";;
oil;Class;'lipid food product';;;;;;;"'FOBI:0040'";;
'soft drink (dietetic)';Class;'beverage food product';;;;;;;"'FOBI:00539'";;
'bakery product';Class;'multi-component food';;;;;;;"'FOBI:07556'";;
'lentil (whole)';Class;'pulse food product';;;;;;;"'FOBI:0156'";;
'falafel (whole, cooked)';Class;'Vegetarian dishes';;;;;;;"'FOBI:007944'";;
'pizza food product';Class;'Non vegetarian dishes';;;;;;;"'FOBI:007955'";;
'soft drink';Class;'beverage food product';;;;;;;"'FOBI:00538'";;
gravy;Class;'Non vegetarian dishes';;;;;;;"'FOBI:07529'";;
'rocket (raw)';Class;'cruciferous food product';;;;;;;"'FOBI:0091'";;
'zucchini squash (whole)';Class;'Fruity vegetables';;;;;;;"'FOBI:0106'";;
'grain product';Class;'cereal food product';;;;;;;"'FOBI:0141'";;
sauce;Class;'multi-component food';;;;;;;"'FOBI:07557'";;
'asparagus (whole, raw)';Class;'stem or spear vegetable';;;;;;;"'FOBI:0129'";;
'banana (whole, ripe)';Class;'tropical fruit (whole, raw)';;;;;;;"'FOBI:0079'";;
porridge;Class;'Other prepared foods';;;;;;;"'FOBI:007982'";;
'black currant (whole, raw)';Class;'berry (whole, raw)';;;;;;;"'FOBI:0053'";;
'beef steak (raw)';Class;cattle;;;;;;;"'FOBI:0200'";;
'leek (whole, raw)';Class;'Onion family vegetables';;;;;;;"'FOBI:0126'";;
'cheese sandwich';Class;'sandwich food product';;;;;;;"'FOBI:007966'";;
salami;Class;swine;;;;;;;"'FOBI:0213'";;
'tea food product';Class;'tea based beverage product';;;;;;;"'FOBI:040231'";;
'olive (whole, ripe)';Class;'Fat vegetables';;;;;;;"'FOBI:0047'";;
wheat;Class;'Whole grain cereal products';;;;;;;"'FOBI:008141'";;
pancake;Class;'bakery product';;;;;;;"'FOBI:07563'";;
'milk product (fermented)';Class;'milk or milk based food product';;;;;;;"'FOBI:0017'";;
'brown bread';Class;'Whole grain cereal products';;;;;;;"'FOBI:07525'";;
'sausage (formed)';Class;swine;;;;;;;"'FOBI:0214'";;
salad;Class;'Vegetarian dishes';;;;;;;"'FOBI:007964'";;
'hen egg (whole)';Class;'hen egg food product';;;;;;;"'FOBI:0035'";;
'beverage (water-based, flavored, nonalcoholic)';Class;'water food product';;;;;;;"'FOBI:07516'";;
'food (ready-to-serve)';Class;'multi-component food';;;;;;;"'FOBI:040220'";;
'vegetable fat food product';Class;fat;;;;;;;"'FOBI:0038'";;
beetroot;Class;'Dark yellow vegetables';;;;;;;"'FOBI:0093'";;
'beverage (alcoholic, distilled)';Class;'plant based alcoholic beverage';;;;;;;"'FOBI:07576'";;
gnocchi;Class;'Vegetarian dishes';;;;;;;"'FOBI:007946'";;
polenta;Class;'field corn food product';;;;;;;"'FOBI:0280'";;
'stem or spear vegetable';Class;'vegetable food product';;;;;;;"'FOBI:0128'";;
mackerel;Class;'White fish';;;;;;;"'FOBI:0184'";;
swine;Class;'Red meat';;;;;;;"'FOBI:0206'";;
cattle;Class;'Red meat';;;;;;;"'FOBI:0196'";;
squid;Class;molluscs;;;;;;;"'FOBI:0220'";;
fish;Class;'meat food product';;;;;;;"'FOBI:0174'";;
'turkey (bird)';Class;'poultry meat food product';;;;;;;"'FOBI:0190'";;
shrimp;Class;crustacean;;;;;;;"'FOBI:0217'";;
trout;Class;bluefish;;;;;;;"'FOBI:0179'";;
tuna;Class;bluefish;;;;;;;"'FOBI:0180'";;
duck;Class;'poultry meat food product';;;;;;;"'FOBI:0189'";;
rabbit;Class;'Lean meat';;;;;;;"'FOBI:0191'";;
'grain plant';Class;Foods;;;;;;;"'FOBI:0139'";;
goat;Class;'Red meat';;;;;;;"'FOBI:0202'";;
crab;Class;crustacean;;;;;;;"'FOBI:0221'";;
crustacean;Class;'seafood product';;;;;;;"'FOBI:0216'";;
cod;Class;'White fish';;;;;;;"'FOBI:0182'";;
chicken;Class;'poultry meat food product';;;;;;;"'FOBI:0188'";;
'zucchini plant';Class;'Fruity vegetables';;;;;;;"'FOBI:0102'";;
bluefish;Class;fish;;;;;;;"'FOBI:0175'";;
octopus;Class;molluscs;;;;;;;"'FOBI:0219'";;
sardine;Class;bluefish;;;;;;;"'FOBI:0178'";;
'leafy vegetable';Class;'vegetable food product';;;;;;;"'FOBI:0107'";;
lamb;Class;'Red meat';;;;;;;"'FOBI:0204'";;
anchovy;Class;bluefish;;;;;;;"'FOBI:0176'";;
molluscs;Class;'seafood product';;;;;;;"'FOBI:0218'";;
boar;Class;'Red meat';;;;;;;"'FOBI:0194'";;
hake;Class;'White fish';;;;;;;"'FOBI:0183'";;
kiwi;Class;'citrus fruit food product';;;;;;;"'FOBI:0062'";;
sugar;Class;Foods;;;;;;;"'FOBI:0163'";;
'brown sugar';Class;'Baking goods';;;;;;;"'FOBI:0167'";;
'white sugar';Class;'Baking goods';;;;;;;"'FOBI:0170'";;
sirloin;Class;cattle;;;;;;;"'FOBI:0199'";;
curcuma;Class;spice;;;;;;;"'FOBI:008139'";"'curcuma'";
honey;Class;Confectioneries;;;;;;;"'FOBI:0169'";;
'benzoic acid';Class;'Benzoic acids';;"'HMDB0001870'";"'C00539'";;"'WPYMKLBDIGXBTP-UHFFFAOYSA-N'";;"'FOBI:050001'";"'benzoic acid'";
'2,6-dihydroxybenzoic acid glucuronide';Class;'Phenolic glycosides';;;;;"'UNZWRTIHFRATTA-UHFFFAOYSA-N'";;"'FOBI:050002'";"'2,6-dihydroxybenzoic acid glucuronide'";
'2,3-dihydroxybenzoic acid 2-sulfate';Class;Phenylsulfates;;;;;"'AKVBVZKHKYRBGR-UHFFFAOYSA-N'";;"'FOBI:050003'";"'2,3-dihydroxybenzoic acid 2-sulfate'";
'2,4-dihydroxybenzoic acid 2-sulfate';Class;Phenylsulfates;;;;;"'QHDLTZVVAZWIPB-UHFFFAOYSA-N'";;"'FOBI:050004'";"'2,4-dihydroxybenzoic acid 2-sulfate'";
'2,5-dihydroxybenzoic acid 2-sulfate';Class;Phenylsulfates;;;;;"'KCEDAVRJNCRNGJ-UHFFFAOYSA-N'";;"'FOBI:050005'";"'2,5-dihydroxybenzoic acid 2-sulfate'";
'2,6-dihydroxybenzoic acid sulfate';Class;Phenylsulfates;;;;;"'OBLLRWZSZCYGCW-UHFFFAOYSA-N'";;"'FOBI:050006'";"'2,6-dihydroxybenzoic acid sulfate'";
'phenylacetic acid';Class;'Phenylacetic acids';;"'HMDB0000209'";"'C07086'";;"'WLJVXDMOQOGPHL-UHFFFAOYSA-N'";;"'FOBI:050007'";"'phenylacetic acid'";
'trans-cinnamic acid';Class;'Cinnamic acids';;"'HMDB0000930'";"'C10438 '";;"'WBYWAXJHAXSJNI-VOTSOKGWSA-N'";;"'FOBI:050008'";"'trans-cinnamic acid'";
'cis p-coumaric acid';Class;'Hydroxycinnamic acids';;"'HMDB0030677'";"'C06738'";;"'NGSWKAQJJWESNS-UTCJRWHESA-N'";;"'FOBI:050009'";"'cis p-coumaric acid'";
